SAMPLE_ID	SAMPLE_NAME	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	SPECTRAL_NM380	SPECTRAL_NM390	SPECTRAL_NM400	SPECTRAL_NM410	SPECTRAL_NM420	SPECTRAL_NM430	SPECTRAL_NM440	SPECTRAL_NM450	SPECTRAL_NM460	SPECTRAL_NM470	SPECTRAL_NM480	SPECTRAL_NM490	SPECTRAL_NM500	SPECTRAL_NM510	SPECTRAL_NM520	SPECTRAL_NM530	SPECTRAL_NM540	SPECTRAL_NM550	SPECTRAL_NM560	SPECTRAL_NM570	SPECTRAL_NM580	SPECTRAL_NM590	SPECTRAL_NM600	SPECTRAL_NM610	SPECTRAL_NM620	SPECTRAL_NM630	SPECTRAL_NM640	SPECTRAL_NM650	SPECTRAL_NM660	SPECTRAL_NM670	SPECTRAL_NM680	SPECTRAL_NM690	SPECTRAL_NM700	SPECTRAL_NM710	SPECTRAL_NM720	SPECTRAL_NM730
END_DATA_FORMAT
NUMBER_OF_SETS	300
BEGIN_DATA
244	E4	0.00	0.00	0.00	85.00	0.056827	0.063381	0.071218	0.084522	0.092600	0.095161	0.093798	0.091848	0.090442	0.089785	0.089126	0.088515	0.087761	0.086837	0.085768	0.084664	0.083950	0.083369	0.082425	0.082396	0.082010	0.082094	0.082393	0.083025	0.084125	0.085390	0.086867	0.088569	0.090227	0.091464	0.092799	0.094083	0.095847	0.097883	0.099695	0.102245
245	E5	85.00	78.59	78.59	0.00	0.027343	0.039648	0.048218	0.059071	0.066976	0.071025	0.076028	0.077089	0.075607	0.072863	0.073701	0.088767	0.117045	0.131223	0.119292	0.101082	0.083937	0.064670	0.047250	0.037943	0.040604	0.061888	0.086757	0.100099	0.106316	0.109620	0.113725	0.122622	0.134793	0.140955	0.138928	0.131563	0.120346	0.114232	0.122262	0.149848
246	E6	50.00	22.00	58.00	0.00	0.097734	0.117419	0.143690	0.181127	0.209656	0.221551	0.225815	0.227778	0.229717	0.230637	0.240940	0.283683	0.368091	0.441682	0.451287	0.423879	0.387799	0.344614	0.301417	0.272687	0.266867	0.285172	0.306290	0.318518	0.326462	0.332610	0.339260	0.349991	0.363334	0.370226	0.368758	0.362397	0.351288	0.345368	0.352902	0.380221
247	E7	25.00	8.88	28.88	0.00	0.222732	0.261268	0.317720	0.415936	0.496821	0.526595	0.525688	0.519311	0.514587	0.511578	0.514290	0.542155	0.599627	0.649337	0.654992	0.633936	0.606797	0.573374	0.539446	0.517146	0.511550	0.524319	0.539010	0.548945	0.558234	0.566750	0.575158	0.585955	0.597142	0.603479	0.604598	0.602274	0.596843	0.594724	0.599704	0.618307
248	E8	62.50	34.24	70.29	0.00	0.062060	0.074962	0.089897	0.112578	0.128422	0.135668	0.140428	0.143805	0.145334	0.146696	0.156916	0.195618	0.273399	0.338352	0.342302	0.313100	0.277407	0.235800	0.195206	0.169116	0.165296	0.185425	0.208254	0.220997	0.228602	0.233535	0.239162	0.249504	0.262717	0.269661	0.267600	0.260415	0.248842	0.242941	0.250951	0.278876
249	E9	37.50	14.99	42.99	0.00	0.155975	0.184768	0.224679	0.292720	0.344216	0.364511	0.368000	0.366603	0.366092	0.365597	0.372482	0.409074	0.481555	0.543955	0.551813	0.526688	0.493713	0.454215	0.413771	0.386791	0.381038	0.398023	0.417222	0.428964	0.437857	0.444948	0.452513	0.463270	0.475675	0.482419	0.481706	0.477335	0.468139	0.463733	0.470316	0.493783
250	E10	12.50	3.33	15.33	0.00	0.307116	0.358691	0.433414	0.574425	0.697460	0.740104	0.732462	0.714975	0.705406	0.700123	0.697177	0.713225	0.747704	0.776551	0.777674	0.761499	0.743206	0.720199	0.696775	0.683106	0.677474	0.680197	0.684855	0.690679	0.699679	0.709846	0.720143	0.730530	0.740652	0.746969	0.750043	0.751101	0.750322	0.751392	0.754745	0.767343
251	E11	75.00	48.07	84.18	0.00	0.032823	0.045628	0.055946	0.066595	0.074280	0.078511	0.082565	0.085706	0.087385	0.088202	0.097269	0.131522	0.198455	0.252206	0.251296	0.224421	0.192349	0.156179	0.121882	0.100472	0.098401	0.117541	0.139448	0.151715	0.157946	0.161792	0.166392	0.176140	0.188879	0.195221	0.192956	0.185639	0.173811	0.167959	0.175549	0.203319
252	E12	87.50	63.84	100.00	0.00	0.018845	0.026538	0.030480	0.035752	0.038670	0.041108	0.042587	0.044361	0.045537	0.046728	0.053892	0.079367	0.128451	0.164578	0.159386	0.137544	0.113938	0.087365	0.063024	0.049238	0.048692	0.063650	0.080861	0.089211	0.093212	0.095863	0.099484	0.108022	0.120190	0.126396	0.123881	0.116627	0.105797	0.100243	0.108116	0.135345
229	F1	0.00	60.00	60.00	0.00	0.102215	0.104150	0.114810	0.135415	0.150257	0.155052	0.152297	0.146926	0.141847	0.135466	0.135363	0.154325	0.196866	0.235357	0.245152	0.243798	0.242687	0.236031	0.225050	0.220794	0.251994	0.370317	0.541820	0.677141	0.754550	0.794639	0.817444	0.830885	0.839968	0.847180	0.854177	0.860121	0.867029	0.872495	0.873868	0.876999
230	F2	60.00	0.00	60.00	0.00	0.090687	0.112733	0.141331	0.183483	0.214006	0.226903	0.233782	0.239599	0.245877	0.251706	0.269380	0.327202	0.442838	0.550453	0.568363	0.525937	0.467758	0.403360	0.342627	0.300945	0.278017	0.265880	0.256727	0.251726	0.251942	0.254381	0.259112	0.269182	0.281661	0.287953	0.285821	0.278794	0.267234	0.261283	0.269180	0.296295
231	F3	60.00	60.00	0.00	0.00	0.125687	0.163295	0.217116	0.300222	0.373600	0.414891	0.434593	0.433450	0.413690	0.386043	0.353991	0.325223	0.294755	0.260475	0.226525	0.198232	0.173853	0.146732	0.121357	0.106934	0.112500	0.150292	0.199162	0.230687	0.246864	0.255332	0.262215	0.273477	0.286871	0.293333	0.291584	0.284873	0.272934	0.266963	0.274712	0.302325
232	F4	0.00	0.00	0.00	80.00	0.070406	0.081550	0.093288	0.114626	0.127660	0.131306	0.129179	0.125960	0.124215	0.122872	0.121696	0.120798	0.119558	0.118372	0.116871	0.115505	0.114774	0.113784	0.112399	0.112236	0.111751	0.111728	0.112002	0.112812	0.113954	0.115315	0.117017	0.118928	0.120711	0.122143	0.123371	0.124645	0.126430	0.128248	0.130103	0.132879
233	F5	80.00	72.19	72.19	0.00	0.041975	0.048129	0.058874	0.073454	0.084276	0.089983	0.095544	0.097039	0.094841	0.091144	0.091579	0.107224	0.138131	0.154765	0.142646	0.122809	0.103503	0.081378	0.061182	0.049989	0.052772	0.077084	0.106402	0.122972	0.130912	0.135190	0.139723	0.149055	0.161432	0.167767	0.165710	0.158400	0.147090	0.140965	0.149329	0.176371
234	F6	50.00	58.00	49.00	0.00	0.085881	0.099452	0.123637	0.158204	0.184104	0.197104	0.202418	0.202244	0.196067	0.187838	0.184079	0.197526	0.225902	0.241576	0.230036	0.210015	0.190536	0.166846	0.142738	0.128583	0.138078	0.188492	0.252770	0.294753	0.316336	0.327326	0.335953	0.347607	0.361567	0.368817	0.367714	0.361566	0.350747	0.344789	0.352325	0.380291
235	F7	25.00	28.88	23.88	0.00	0.208152	0.241950	0.292602	0.383266	0.457719	0.486606	0.487049	0.478985	0.468815	0.457701	0.449975	0.459562	0.485184	0.501729	0.492251	0.471326	0.449669	0.422926	0.394429	0.376961	0.384722	0.431571	0.488394	0.526598	0.549118	0.562909	0.573274	0.585236	0.597133	0.603795	0.605253	0.603264	0.598009	0.595782	0.601090	0.620720
236	F8	62.50	70.29	61.28	0.00	0.053458	0.065893	0.078726	0.099068	0.114297	0.123580	0.128730	0.129629	0.125523	0.118936	0.117669	0.130456	0.157068	0.170666	0.159006	0.140882	0.123759	0.103572	0.083910	0.072981	0.080264	0.120989	0.173864	0.207559	0.224447	0.232818	0.239555	0.250611	0.263821	0.270861	0.269303	0.262108	0.250491	0.244322	0.252351	0.279969
237	F9	37.50	42.99	35.99	0.00	0.136784	0.161522	0.196310	0.254989	0.300992	0.320838	0.325692	0.322974	0.315871	0.305691	0.300622	0.314324	0.345504	0.365294	0.355341	0.333718	0.311173	0.283725	0.254853	0.237395	0.246194	0.296755	0.359845	0.401965	0.424820	0.437714	0.447330	0.459367	0.472487	0.479641	0.479711	0.474696	0.465980	0.461346	0.467848	0.492309
238	F10	12.50	15.33	12.33	0.00	0.303401	0.345016	0.413869	0.544335	0.662453	0.704023	0.697522	0.679971	0.665372	0.653536	0.642696	0.645649	0.659130	0.665999	0.655275	0.637290	0.620399	0.599111	0.575930	0.562782	0.568757	0.603294	0.643741	0.671747	0.691152	0.705397	0.717176	0.728550	0.738814	0.745719	0.749358	0.750903	0.750371	0.750743	0.754772	0.767936
239	F11	75.00	84.18	75.15	0.00	0.032815	0.040882	0.047723	0.059125	0.067520	0.072604	0.076551	0.077155	0.075326	0.070289	0.069864	0.080142	0.101397	0.109814	0.098498	0.083885	0.070926	0.056611	0.043115	0.036530	0.042669	0.073399	0.114109	0.139123	0.151158	0.157068	0.162494	0.172387	0.185677	0.192200	0.190189	0.183190	0.171463	0.165678	0.173597	0.201674
240	F12	87.50	100.00	90.96	0.00	0.020978	0.026184	0.028681	0.035115	0.040965	0.043942	0.047151	0.047740	0.046475	0.042608	0.042607	0.051260	0.065325	0.068013	0.056975	0.045980	0.037906	0.028813	0.020962	0.018287	0.023306	0.045227	0.072685	0.087434	0.094110	0.097597	0.101344	0.110093	0.122104	0.128151	0.126091	0.119048	0.107905	0.102338	0.109690	0.136174
217	G1	0.00	50.00	50.00	0.00	0.142698	0.147520	0.162317	0.197600	0.225276	0.231692	0.227155	0.220133	0.213493	0.206468	0.205932	0.227753	0.276775	0.322604	0.336515	0.335729	0.334764	0.327393	0.315479	0.311288	0.340813	0.446445	0.591493	0.703026	0.767935	0.803137	0.823276	0.835455	0.844134	0.850714	0.857980	0.864059	0.870863	0.875567	0.877171	0.879176
218	G2	50.00	0.00	50.00	0.00	0.131417	0.155300	0.193259	0.251127	0.293148	0.310472	0.317015	0.320963	0.326133	0.330682	0.346520	0.399454	0.503782	0.599993	0.617335	0.581506	0.531022	0.473884	0.418734	0.380251	0.358438	0.346830	0.337896	0.333713	0.334838	0.338397	0.343979	0.354273	0.367021	0.373589	0.372182	0.365866	0.355044	0.349206	0.356459	0.383107
219	G3	50.00	50.00	0.00	0.00	0.167884	0.209012	0.269987	0.367656	0.455827	0.501072	0.518888	0.515830	0.496093	0.470252	0.439375	0.411300	0.380722	0.346084	0.310958	0.279827	0.252929	0.222704	0.192959	0.175002	0.180915	0.223253	0.276587	0.311411	0.329970	0.340113	0.348212	0.359620	0.373390	0.380299	0.379121	0.372809	0.361642	0.355912	0.363024	0.389890
220	G4	0.00	0.00	0.00	75.00	0.087316	0.097773	0.114171	0.140410	0.157726	0.162062	0.159016	0.154587	0.152383	0.151305	0.149554	0.148205	0.146552	0.144949	0.143127	0.141425	0.140192	0.138915	0.137417	0.137194	0.136633	0.136410	0.136810	0.137542	0.138930	0.140592	0.142579	0.144578	0.146452	0.147803	0.149058	0.150722	0.152809	0.154749	0.156626	0.159054
221	G5	75.00	66.12	66.12	0.00	0.040264	0.056185	0.068115	0.087150	0.100207	0.107009	0.112603	0.114474	0.112008	0.108335	0.108757	0.125415	0.158578	0.177753	0.166306	0.145121	0.124394	0.100352	0.077627	0.064486	0.067405	0.095167	0.129352	0.149275	0.158781	0.163701	0.168943	0.178959	0.192104	0.198826	0.196853	0.189116	0.177466	0.171192	0.178971	0.207892
222	G6	50.00	49.00	49.00	0.00	0.092169	0.112233	0.137079	0.176153	0.205629	0.219203	0.224803	0.225160	0.221148	0.214961	0.214330	0.234102	0.274286	0.301947	0.293809	0.271327	0.247429	0.218317	0.188801	0.170262	0.176360	0.219372	0.271945	0.305628	0.323180	0.333127	0.341288	0.352697	0.366480	0.373362	0.372157	0.365068	0.354345	0.348636	0.356350	0.383985
223	G7	25.00	23.88	23.88	0.00	0.213464	0.249054	0.301808	0.396179	0.474656	0.504099	0.504259	0.496494	0.487339	0.477817	0.472616	0.486022	0.518007	0.541287	0.534595	0.513175	0.490605	0.462546	0.432595	0.413915	0.418448	0.456677	0.502590	0.533279	0.552264	0.564663	0.574838	0.586571	0.598249	0.605019	0.606528	0.604110	0.598531	0.596255	0.601473	0.621229
224	G8	62.50	61.28	61.28	0.00	0.055844	0.070198	0.084420	0.106978	0.123681	0.132386	0.137623	0.138772	0.135949	0.131333	0.132023	0.149955	0.186610	0.209101	0.199680	0.178976	0.158007	0.133322	0.109099	0.094644	0.100359	0.138202	0.185511	0.214724	0.229476	0.237135	0.243887	0.254943	0.268537	0.275599	0.273896	0.266521	0.254987	0.248717	0.256952	0.285141
225	G9	37.50	35.99	35.99	0.00	0.150958	0.175054	0.211612	0.273692	0.323092	0.343298	0.347860	0.345138	0.339675	0.331635	0.328606	0.346258	0.384622	0.411991	0.405156	0.382696	0.357961	0.327909	0.296181	0.276191	0.281524	0.324329	0.376951	0.411625	0.431481	0.443238	0.452572	0.464368	0.477744	0.484903	0.484763	0.480002	0.471108	0.466701	0.473513	0.497587
226	G10	12.50	12.33	12.33	0.00	0.304401	0.351737	0.424558	0.562087	0.683657	0.725981	0.718224	0.700240	0.686273	0.676020	0.666400	0.671376	0.688458	0.699826	0.691671	0.674125	0.657097	0.635309	0.612193	0.599159	0.601821	0.627725	0.658065	0.679760	0.695891	0.708593	0.719629	0.730233	0.740811	0.747662	0.750862	0.752190	0.750811	0.751521	0.755186	0.768025
227	G11	75.00	75.15	75.15	0.00	0.028130	0.042060	0.052017	0.063276	0.071387	0.078246	0.082328	0.083357	0.081628	0.077972	0.078785	0.093674	0.122039	0.137904	0.127902	0.111135	0.094657	0.076244	0.058653	0.048987	0.053756	0.083236	0.121293	0.144532	0.155694	0.161406	0.166509	0.176624	0.189925	0.196600	0.194376	0.187028	0.175101	0.169181	0.176910	0.205979
228	G12	87.50	90.96	90.96	0.00	0.017609	0.026882	0.030952	0.038252	0.042535	0.045702	0.048495	0.049936	0.048787	0.045829	0.047325	0.058528	0.077609	0.084387	0.074118	0.061649	0.050940	0.039486	0.029033	0.024577	0.029190	0.050422	0.076629	0.090598	0.096944	0.100333	0.104121	0.113367	0.125846	0.132331	0.129951	0.122371	0.111122	0.105255	0.113518	0.140945
205	H1	0.00	40.00	40.00	0.00	0.178958	0.192609	0.221459	0.277263	0.320351	0.331201	0.324229	0.313332	0.304853	0.296232	0.294135	0.315087	0.363537	0.409968	0.424404	0.423965	0.422175	0.414360	0.402663	0.398484	0.424306	0.514932	0.634800	0.726536	0.780313	0.810435	0.828831	0.840341	0.848722	0.854915	0.861701	0.867568	0.873718	0.878575	0.879929	0.881699
206	H2	40.00	0.00	40.00	0.00	0.169342	0.202511	0.249165	0.326344	0.386215	0.409783	0.413784	0.414131	0.417560	0.420811	0.432899	0.478664	0.568135	0.649831	0.664628	0.633950	0.590698	0.541055	0.492603	0.458968	0.439113	0.428749	0.421006	0.417733	0.419976	0.424471	0.430933	0.441372	0.453758	0.460187	0.459499	0.454177	0.444736	0.439930	0.446773	0.470731
207	H3	40.00	40.00	0.00	0.00	0.203904	0.250277	0.317005	0.427175	0.527218	0.574311	0.590063	0.584395	0.565205	0.541062	0.512031	0.485184	0.456061	0.422829	0.387977	0.356879	0.329245	0.298385	0.267220	0.248221	0.253584	0.296596	0.350986	0.387639	0.407867	0.419434	0.428224	0.440237	0.453339	0.460540	0.459946	0.455083	0.445547	0.440858	0.447228	0.471446
208	H4	0.00	0.00	0.00	70.00	0.103631	0.115950	0.135761	0.166779	0.188774	0.194310	0.190409	0.185151	0.182238	0.180576	0.178384	0.176581	0.174495	0.172638	0.170539	0.168662	0.167250	0.165708	0.163873	0.163336	0.162656	0.162508	0.162772	0.163723	0.165291	0.166997	0.169119	0.171375	0.173711	0.175149	0.176564	0.177831	0.179899	0.182191	0.184414	0.186940
209	H5	70.00	60.37	60.37	0.00	0.049471	0.067347	0.082163	0.104651	0.122534	0.131649	0.137891	0.139616	0.137154	0.132649	0.132977	0.150548	0.185359	0.205646	0.193413	0.171256	0.148504	0.122507	0.097513	0.082582	0.085918	0.116644	0.153824	0.176031	0.186905	0.192822	0.198618	0.209115	0.222393	0.229136	0.226877	0.219506	0.207689	0.201116	0.209607	0.237494
210	H6	50.00	40.00	49.00	0.00	0.105396	0.122197	0.150338	0.192086	0.223687	0.238886	0.244688	0.245241	0.242569	0.238527	0.240037	0.264876	0.313774	0.349368	0.343487	0.318946	0.291017	0.257541	0.224020	0.202346	0.204745	0.240748	0.283956	0.311245	0.325987	0.334625	0.342553	0.353873	0.367361	0.374268	0.372991	0.366612	0.355485	0.349734	0.357468	0.385201
211	H7	25.00	18.88	23.88	0.00	0.222380	0.261332	0.315354	0.413899	0.496835	0.527165	0.526184	0.518357	0.510599	0.503115	0.499678	0.516212	0.552903	0.580529	0.575880	0.553993	0.529896	0.500276	0.469104	0.449286	0.450985	0.481759	0.517948	0.542175	0.558113	0.569226	0.578846	0.590363	0.602092	0.608577	0.609952	0.607760	0.602439	0.600609	0.605910	0.625160
212	H8	62.50	52.26	61.28	0.00	0.064350	0.079624	0.094417	0.120792	0.139912	0.149471	0.154364	0.155983	0.154933	0.151802	0.155357	0.179656	0.227963	0.261878	0.255024	0.230467	0.204359	0.173729	0.142928	0.124090	0.126840	0.159481	0.198371	0.221879	0.234007	0.240730	0.247413	0.258417	0.272048	0.279281	0.277342	0.269760	0.258029	0.251893	0.259790	0.288690
213	H9	37.50	28.99	35.99	0.00	0.149526	0.182746	0.221492	0.288007	0.340429	0.362347	0.367315	0.363771	0.359319	0.352555	0.351734	0.373152	0.418400	0.452462	0.448335	0.424941	0.397984	0.365290	0.331296	0.309638	0.311695	0.347565	0.391141	0.419856	0.436715	0.447044	0.456072	0.467607	0.480461	0.487346	0.487086	0.482729	0.473939	0.469285	0.475771	0.499795
214	H10	12.50	9.33	12.33	0.00	0.310816	0.359395	0.434692	0.577533	0.703856	0.747504	0.739098	0.720462	0.707931	0.698538	0.689686	0.696662	0.716219	0.729492	0.722833	0.705427	0.688580	0.666494	0.643831	0.630998	0.631138	0.650514	0.672888	0.689724	0.703781	0.716150	0.726685	0.737578	0.747911	0.754314	0.757815	0.759518	0.759161	0.759932	0.763552	0.775318
215	H11	75.00	66.12	75.15	0.00	0.030387	0.043773	0.055854	0.069570	0.079421	0.084661	0.089501	0.091257	0.090000	0.087351	0.089761	0.108571	0.145593	0.168801	0.160471	0.141269	0.121170	0.098251	0.076133	0.063502	0.066652	0.093669	0.127992	0.148449	0.158704	0.163838	0.169046	0.179250	0.192485	0.199201	0.196657	0.189737	0.177847	0.171670	0.179433	0.208165
216	H12	87.50	81.92	90.96	0.00	0.027053	0.028203	0.034197	0.040946	0.044290	0.047111	0.050489	0.052068	0.050975	0.049175	0.051916	0.067180	0.094355	0.108016	0.097954	0.082977	0.068698	0.052847	0.038376	0.031078	0.033934	0.053911	0.077609	0.090373	0.096689	0.099752	0.103777	0.113123	0.125516	0.131836	0.129691	0.123077	0.111413	0.104907	0.113474	0.141258
193	I1	0.00	30.00	30.00	0.00	0.228680	0.249857	0.289254	0.368111	0.434527	0.454312	0.443735	0.428636	0.417827	0.407579	0.403481	0.422071	0.466173	0.508171	0.521031	0.519598	0.516929	0.508952	0.497020	0.493170	0.514762	0.588558	0.682026	0.752204	0.794093	0.819342	0.835932	0.847339	0.855174	0.861061	0.867542	0.873799	0.880312	0.884492	0.885988	0.887306
194	I2	30.00	0.00	30.00	0.00	0.218954	0.257807	0.314617	0.416287	0.501220	0.532106	0.532963	0.528432	0.528128	0.528593	0.535549	0.571496	0.641778	0.704374	0.713984	0.687930	0.652832	0.611437	0.570650	0.542833	0.525982	0.517260	0.510887	0.509234	0.513107	0.519433	0.527059	0.537633	0.549398	0.555991	0.556595	0.553338	0.546593	0.542835	0.548386	0.568854
195	I3	30.00	30.00	0.00	0.00	0.249236	0.300192	0.373445	0.502309	0.620499	0.671760	0.682087	0.670990	0.651960	0.629772	0.602598	0.577833	0.549963	0.518729	0.486106	0.455461	0.428913	0.398256	0.366890	0.347681	0.352639	0.394771	0.446366	0.481135	0.501557	0.514285	0.524185	0.536129	0.548605	0.555907	0.556856	0.553916	0.546848	0.543373	0.548972	0.570475
196	I4	0.00	0.00	0.00	65.00	0.123419	0.138557	0.162518	0.203916	0.232170	0.238637	0.234230	0.227681	0.223967	0.221913	0.218819	0.216457	0.214211	0.211524	0.209251	0.206725	0.205058	0.203143	0.200938	0.200590	0.199847	0.199581	0.199812	0.201127	0.202840	0.205076	0.207542	0.209931	0.212670	0.214692	0.216318	0.218098	0.220094	0.222218	0.223905	0.226441
197	I5	65.00	54.90	54.90	0.00	0.066876	0.080824	0.101829	0.130105	0.153229	0.165252	0.171589	0.173598	0.170788	0.165709	0.165879	0.184621	0.221560	0.243453	0.230880	0.206249	0.180974	0.151499	0.122725	0.105296	0.108674	0.141099	0.180241	0.204192	0.216424	0.222721	0.229047	0.239464	0.252982	0.259790	0.257502	0.250465	0.238810	0.232379	0.240300	0.268327
198	I6	50.00	31.00	49.00	0.00	0.107573	0.129909	0.163601	0.208361	0.243518	0.260769	0.266332	0.267984	0.267250	0.264364	0.269064	0.299629	0.359357	0.405410	0.402359	0.375025	0.342250	0.302752	0.263621	0.237870	0.235955	0.262685	0.294558	0.313921	0.324604	0.331893	0.339101	0.350136	0.364024	0.370636	0.369775	0.362499	0.351226	0.345795	0.353185	0.380163
199	I7	25.00	13.88	23.88	0.00	0.231127	0.268662	0.325047	0.427941	0.512948	0.544610	0.544809	0.537408	0.530577	0.524615	0.522582	0.542267	0.583213	0.615138	0.611950	0.589083	0.562717	0.530603	0.496990	0.475285	0.473657	0.496283	0.522034	0.539192	0.551828	0.561553	0.570902	0.582431	0.594050	0.600756	0.601873	0.599738	0.594153	0.591668	0.597341	0.617154
200	I8	62.50	43.25	61.28	0.00	0.067560	0.086157	0.104374	0.134220	0.154233	0.164971	0.170296	0.173217	0.173129	0.171347	0.176669	0.205604	0.263566	0.306733	0.302006	0.274256	0.243041	0.207044	0.171216	0.148308	0.147967	0.174917	0.206224	0.224612	0.234517	0.240530	0.246769	0.257658	0.271264	0.278384	0.276586	0.268745	0.256492	0.250156	0.258179	0.286761
201	I9	37.50	21.99	35.99	0.00	0.168943	0.195765	0.238402	0.310209	0.366926	0.389299	0.393582	0.391165	0.387753	0.383409	0.384798	0.410641	0.463331	0.505042	0.503372	0.477871	0.447651	0.410933	0.373170	0.348625	0.346887	0.373724	0.405052	0.425151	0.437577	0.446146	0.454331	0.465597	0.478625	0.485527	0.484805	0.479879	0.470555	0.466428	0.472722	0.496151
202	I10	12.50	6.33	12.33	0.00	0.319594	0.368086	0.445099	0.591780	0.723251	0.768687	0.759126	0.740236	0.728036	0.719713	0.712017	0.719578	0.740657	0.755403	0.749673	0.731774	0.713994	0.691663	0.668151	0.655112	0.652412	0.664308	0.678824	0.690600	0.702180	0.713157	0.723570	0.734452	0.744648	0.751117	0.754351	0.756070	0.755290	0.756056	0.759385	0.771657
203	I11	75.00	57.09	75.15	0.00	0.036199	0.050893	0.065411	0.079929	0.089707	0.095688	0.101256	0.102664	0.102463	0.100614	0.105316	0.129277	0.175333	0.206673	0.199079	0.175959	0.150643	0.122185	0.094866	0.078404	0.079202	0.103186	0.132255	0.148982	0.157548	0.162028	0.167159	0.177516	0.190889	0.197289	0.195233	0.187686	0.175626	0.169345	0.177008	0.206515
204	I12	87.50	72.88	90.96	0.00	0.015841	0.025923	0.032063	0.039955	0.045501	0.048260	0.050799	0.052747	0.053092	0.052035	0.055971	0.075382	0.110662	0.132685	0.124398	0.106357	0.088485	0.068073	0.049421	0.039105	0.040512	0.058118	0.079032	0.089569	0.094913	0.097784	0.101835	0.111123	0.123440	0.129976	0.127512	0.120273	0.108468	0.102698	0.111110	0.138855
181	J1	0.00	20.00	20.00	0.00	0.276630	0.313048	0.367805	0.477972	0.572360	0.600658	0.587668	0.568034	0.554474	0.543168	0.536128	0.548771	0.582033	0.613548	0.620431	0.616239	0.612442	0.603733	0.592058	0.588919	0.605961	0.661627	0.728689	0.778079	0.809235	0.830056	0.844340	0.854455	0.861964	0.867942	0.874779	0.880889	0.887253	0.891954	0.893533	0.893928
182	J2	20.00	0.00	20.00	0.00	0.269453	0.317182	0.389015	0.520457	0.631406	0.670741	0.667208	0.655908	0.650840	0.648039	0.649263	0.672770	0.720483	0.761970	0.765839	0.744168	0.717388	0.685311	0.653240	0.632563	0.619430	0.612480	0.608151	0.608292	0.613723	0.621115	0.629819	0.640279	0.651172	0.657536	0.659175	0.657990	0.653967	0.652119	0.656780	0.672800
183	J3	20.00	20.00	0.00	0.00	0.296350	0.352760	0.435273	0.587434	0.724815	0.779864	0.782156	0.765087	0.745491	0.726021	0.701784	0.680395	0.656237	0.629083	0.600190	0.572945	0.549170	0.521624	0.492984	0.475956	0.479555	0.515106	0.557553	0.586667	0.605117	0.617708	0.628037	0.639379	0.650521	0.657264	0.659048	0.657743	0.653600	0.651984	0.656266	0.672864
184	J4	0.00	0.00	0.00	60.00	0.140311	0.159607	0.186391	0.238069	0.272536	0.280374	0.274845	0.267178	0.262452	0.260165	0.256049	0.253171	0.250377	0.247739	0.244825	0.241835	0.239635	0.237107	0.234510	0.234093	0.233422	0.232933	0.233156	0.234668	0.236745	0.239198	0.241939	0.244598	0.247126	0.249376	0.251058	0.253209	0.255821	0.258184	0.259357	0.261534
185	J5	60.00	49.69	49.69	0.00	0.072457	0.096862	0.122301	0.160413	0.190032	0.203259	0.211697	0.212576	0.210593	0.205302	0.204658	0.223260	0.261231	0.284471	0.271585	0.244852	0.216656	0.183908	0.151970	0.132100	0.134379	0.166084	0.203784	0.226722	0.238390	0.245175	0.251417	0.262525	0.275750	0.282597	0.281030	0.273872	0.262011	0.255384	0.263708	0.292213
186	J6	50.00	22.00	49.00	0.00	0.116118	0.141216	0.175023	0.225558	0.264828	0.281484	0.287781	0.290075	0.290970	0.290073	0.297213	0.333726	0.403313	0.458474	0.457884	0.426883	0.389046	0.344591	0.300506	0.270873	0.264233	0.281769	0.302208	0.313871	0.321396	0.327768	0.334945	0.346061	0.359733	0.367133	0.365638	0.358805	0.347169	0.341305	0.348883	0.376985
187	J7	25.00	8.88	23.88	0.00	0.236645	0.279828	0.340931	0.451176	0.544513	0.577937	0.577607	0.570076	0.564427	0.560197	0.560401	0.583055	0.628702	0.664983	0.663410	0.639175	0.610839	0.576577	0.541339	0.518244	0.512276	0.524248	0.537452	0.546510	0.555337	0.563821	0.572439	0.583835	0.595450	0.601504	0.602765	0.600162	0.594606	0.592019	0.597640	0.617513
188	J8	62.50	34.24	61.28	0.00	0.073761	0.092088	0.113527	0.144500	0.166898	0.177536	0.183495	0.186825	0.188370	0.187966	0.195983	0.231051	0.300224	0.354028	0.351611	0.319623	0.282634	0.239905	0.198140	0.170746	0.165996	0.185287	0.206883	0.219135	0.226397	0.231279	0.236920	0.247842	0.261598	0.268583	0.266573	0.259045	0.246564	0.240118	0.248615	0.277507
189	J9	37.50	14.99	35.99	0.00	0.176707	0.209241	0.253003	0.328746	0.390900	0.415388	0.420731	0.418970	0.418002	0.415690	0.420060	0.450793	0.511097	0.559034	0.558925	0.530585	0.495707	0.454137	0.412291	0.384421	0.377173	0.392841	0.411007	0.421755	0.430553	0.437684	0.445377	0.456619	0.469857	0.476816	0.476246	0.471260	0.461681	0.457005	0.463665	0.487869
190	J10	12.50	3.33	12.33	0.00	0.321037	0.374923	0.454879	0.607782	0.743232	0.790076	0.781607	0.762908	0.751495	0.745009	0.739100	0.748503	0.771871	0.789009	0.784204	0.766435	0.746967	0.723807	0.700289	0.686360	0.680240	0.682966	0.686664	0.692539	0.701640	0.711632	0.721501	0.732326	0.742357	0.748602	0.751819	0.753127	0.752200	0.752791	0.756194	0.768141
