"File created by Curve"
LGOROWLENGTH 12
NUMBER_OF_FIELDS 	45
BEGIN_DATA_FORMAT
SampleID	SAMPLE_NAME	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B	nm380	nm390	nm400	nm410	nm420	nm430	nm440	nm450	nm460	nm470	nm480	nm490	nm500	nm510	nm520	nm530	nm540	nm550	nm560	nm570	nm580	nm590	nm600	nm610	nm620	nm630	nm640	nm650	nm660	nm670	nm680	nm690	nm700	nm710	nm720	nm730
END_DATA_FORMAT
NUMBER_OF_SETS 300
BEGIN_DATA
241	"E1"	0.00	70.00	70.00	0.00	59.57	50.21	39.41	0.086513	0.081893	0.079005	0.085149	0.089125	0.090013	0.088892	0.088485	0.088101	0.085451	0.090466	0.112028	0.145064	0.162766	0.158697	0.153961	0.150839	0.141521	0.128878	0.129711	0.184698	0.34227	0.545816	0.700255	0.787575	0.834475	0.862581	0.881442	0.892331	0.89799	0.901032	0.901968	0.904846	0.907605	0.911006	0.916747
242	"E2"	70.00	0.00	70.00	0.00	61.59	-40.78	20.50	0.069977	0.08649	0.10238	0.122082	0.133549	0.138439	0.14237	0.149329	0.159352	0.171058	0.200409	0.276852	0.410655	0.516659	0.525361	0.476974	0.411937	0.338946	0.269422	0.221556	0.195291	0.180539	0.168955	0.163054	0.162627	0.164851	0.170666	0.182869	0.197471	0.203803	0.199507	0.189169	0.176148	0.170535	0.180567	0.207059
243	"E3"	70.00	70.00	0.00	0.00	39.25	20.40	-38.23	0.095971	0.124263	0.16862	0.229291	0.283507	0.317723	0.340289	0.339741	0.318502	0.288015	0.255322	0.225088	0.194115	0.161024	0.13075	0.10896	0.090878	0.069607	0.050313	0.042578	0.054013	0.088427	0.123179	0.142566	0.152265	0.158157	0.165095	0.177714	0.192522	0.199243	0.195015	0.184931	0.171832	0.166307	0.176557	0.202879
244	"E4"	0.00	0.00	0.00	85.00	31.47	0.29	0.73	0.042778	0.046462	0.049702	0.05732	0.063584	0.065504	0.066527	0.066487	0.066603	0.068047	0.068298	0.068347	0.068896	0.069182	0.069168	0.068681	0.068902	0.068401	0.067549	0.067198	0.066905	0.067107	0.067502	0.068418	0.069783	0.071681	0.073993	0.076275	0.078613	0.080582	0.081552	0.082476	0.083097	0.084707	0.087553	0.09088
245	"E5"	85.00	78.59	78.59	0.00	31.47	2.22	-0.77	0.034895	0.044071	0.050592	0.056317	0.061185	0.06269	0.065505	0.068109	0.068834	0.067362	0.072148	0.089337	0.112053	0.113974	0.098029	0.082577	0.068056	0.050438	0.034896	0.028667	0.036643	0.059838	0.08012	0.088757	0.092881	0.095757	0.101008	0.11242	0.126343	0.132534	0.128113	0.118126	0.105702	0.100494	0.109886	0.134401
246	"E6"	50.00	22.00	58.00	0.00	61.90	-16.70	16.78	0.091908	0.106624	0.124627	0.148461	0.166635	0.173023	0.176209	0.182504	0.188587	0.195585	0.215757	0.270948	0.36223	0.426358	0.426729	0.397357	0.359104	0.311427	0.262666	0.232505	0.229825	0.2469	0.260764	0.267959	0.273619	0.279169	0.287527	0.3014	0.317386	0.323851	0.319264	0.308699	0.295406	0.289289	0.300673	0.327707
247	"E7"	25.00	8.88	28.88	0.00	78.90	-6.32	5.25	0.226937	0.258924	0.306678	0.387497	0.457178	0.482857	0.486458	0.486836	0.488939	0.49103	0.502679	0.540702	0.60203	0.643167	0.639359	0.614953	0.585347	0.548141	0.508126	0.484246	0.483784	0.500621	0.515681	0.528216	0.540586	0.552705	0.565353	0.580045	0.593786	0.599766	0.597058	0.589285	0.579947	0.575621	0.584012	0.603897
248	"E8"	62.50	34.24	70.29	0.00	53.06	-16.79	15.85	0.069593	0.076158	0.083215	0.099404	0.109569	0.112491	0.115491	0.119412	0.125106	0.130039	0.147618	0.196328	0.275025	0.326204	0.320706	0.291134	0.254699	0.211292	0.167877	0.142226	0.142833	0.163269	0.18053	0.188893	0.194152	0.198376	0.205241	0.218263	0.233637	0.240732	0.23599	0.224983	0.211596	0.205411	0.215715	0.242363
249	"E9"	37.50	14.99	42.99	0.00	70.61	-10.54	9.92	0.154209	0.177055	0.210543	0.259088	0.299808	0.314541	0.318508	0.322813	0.327896	0.332673	0.349548	0.397776	0.475622	0.5287	0.526112	0.49912	0.46454	0.420612	0.373903	0.345531	0.344286	0.364099	0.380972	0.391263	0.400258	0.408624	0.418925	0.433519	0.448907	0.455623	0.45121	0.441573	0.42907	0.42334	0.433746	0.457602
250	"E10"	12.50	3.33	15.33	0.00	86.78	-3.01	2.05	0.309436	0.347503	0.412824	0.532603	0.640996	0.67759	0.674777	0.666858	0.665157	0.665581	0.672423	0.698113	0.73832	0.76449	0.759594	0.74034	0.720405	0.693638	0.664677	0.649421	0.648497	0.657694	0.667115	0.680065	0.695557	0.711777	0.728105	0.742913	0.754814	0.76018	0.759509	0.755168	0.75103	0.749887	0.755951	0.770041
251	"E11"	75.00	48.07	84.18	0.00	44.61	-15.32	15.89	0.041926	0.049904	0.055141	0.062355	0.066156	0.067133	0.068458	0.071923	0.076645	0.080846	0.095481	0.136346	0.200957	0.238188	0.228482	0.202701	0.172868	0.137222	0.102261	0.083058	0.087083	0.108651	0.12566	0.132986	0.137071	0.140674	0.146644	0.158771	0.173178	0.179579	0.175104	0.164822	0.151559	0.145783	0.155891	0.181431
252	"E12"	87.50	63.84	100.00	0.00	35.14	-12.15	10.12	0.030849	0.035339	0.03888	0.042763	0.045523	0.045921	0.046318	0.050139	0.053286	0.055278	0.065568	0.094731	0.137649	0.156123	0.142906	0.122696	0.101591	0.076691	0.053247	0.041712	0.046503	0.064466	0.078202	0.082772	0.085211	0.087538	0.092186	0.1033	0.117292	0.123324	0.119025	0.109003	0.096816	0.091229	0.100809	0.124973
229	"F1"	0.00	60.00	60.00	0.00	63.62	43.07	35.45	0.105455	0.107099	0.104763	0.116773	0.127443	0.128829	0.127047	0.125649	0.123883	0.121261	0.127541	0.152614	0.193099	0.217125	0.215191	0.210289	0.206946	0.196748	0.182037	0.183022	0.240663	0.39522	0.583272	0.722098	0.799975	0.843321	0.870119	0.88828	0.899134	0.904489	0.908067	0.909097	0.911455	0.91427	0.917405	0.923146
230	"F2"	60.00	0.00	60.00	0.00	65.32	-34.95	17.43	0.095244	0.111473	0.132773	0.161355	0.181278	0.187864	0.192683	0.200529	0.211035	0.222612	0.251474	0.32561	0.452342	0.551725	0.559496	0.51457	0.453729	0.384484	0.317247	0.27047	0.244162	0.229301	0.217671	0.211759	0.212114	0.215325	0.222037	0.234788	0.250043	0.256484	0.251812	0.240984	0.228091	0.222158	0.232562	0.259652
231	"F3"	60.00	60.00	0.00	0.00	45.51	17.49	-35.34	0.120467	0.151231	0.201191	0.271054	0.33445	0.372335	0.395703	0.395635	0.376375	0.346359	0.313908	0.283489	0.250987	0.214905	0.180938	0.154843	0.132882	0.1062	0.081111	0.069902	0.082979	0.123573	0.164599	0.187925	0.199939	0.207261	0.215345	0.228931	0.244567	0.25147	0.246678	0.23631	0.222793	0.217152	0.227687	0.254998
232	"F4"	0.00	0.00	0.00	80.00	36.33	0.34	0.01	0.055622	0.060778	0.066421	0.079502	0.090005	0.092169	0.092336	0.091327	0.091922	0.092317	0.092832	0.093168	0.092942	0.092871	0.092812	0.092218	0.092247	0.091474	0.090636	0.090065	0.089757	0.089979	0.090273	0.091333	0.092885	0.095116	0.097679	0.100281	0.102858	0.105038	0.10604	0.106752	0.107369	0.108859	0.111458	0.11573
233	"F5"	80.00	72.19	72.19	0.00	34.77	1.97	-0.23	0.041894	0.051824	0.057868	0.066459	0.072634	0.075489	0.079466	0.081644	0.082488	0.081051	0.086006	0.105485	0.131437	0.135984	0.119283	0.101564	0.084457	0.0639	0.045117	0.036855	0.045716	0.07218	0.096353	0.107741	0.113159	0.116721	0.122345	0.13411	0.148464	0.154894	0.150515	0.140191	0.127472	0.121773	0.131578	0.156786
234	"F6"	50.00	58.00	49.00	0.00	47.86	12.87	0.37	0.080685	0.093083	0.107975	0.129793	0.150615	0.159729	0.163767	0.16634	0.165094	0.160765	0.162784	0.180057	0.20404	0.208146	0.190123	0.170667	0.151248	0.126737	0.102163	0.091329	0.109472	0.163414	0.218161	0.249829	0.265755	0.275135	0.284907	0.299262	0.31557	0.321926	0.317414	0.307407	0.294219	0.288129	0.298928	0.325534
235	"F7"	25.00	28.88	23.88	0.00	71.50	6.54	-1.42	0.206733	0.23753	0.280883	0.355508	0.418252	0.444107	0.448476	0.446824	0.441863	0.434528	0.432721	0.448883	0.475704	0.485144	0.468702	0.445669	0.421759	0.390268	0.356329	0.33967	0.358529	0.413739	0.468498	0.504584	0.527216	0.543001	0.556846	0.572559	0.587102	0.593789	0.591117	0.583102	0.573292	0.569562	0.577565	0.598345
236	"F8"	62.50	70.29	61.28	0.00	39.83	12.45	1.41	0.059663	0.064656	0.06969	0.085919	0.095038	0.100526	0.104173	0.105719	0.105324	0.102261	0.105801	0.123353	0.146217	0.149114	0.132454	0.115226	0.098997	0.078667	0.059133	0.051039	0.06519	0.107952	0.151611	0.176407	0.188466	0.195229	0.202861	0.216314	0.231842	0.238305	0.234117	0.223475	0.210073	0.204073	0.214728	0.240901
237	"F9"	37.50	42.99	35.99	0.00	60.24	8.88	0.17	0.137207	0.154855	0.182234	0.22793	0.262873	0.278087	0.284128	0.285588	0.282815	0.276491	0.277501	0.296469	0.326146	0.336683	0.319391	0.296972	0.273746	0.243425	0.210674	0.195072	0.215258	0.27389	0.332413	0.368155	0.387902	0.400061	0.412092	0.427225	0.44296	0.449533	0.445533	0.436072	0.424193	0.418514	0.428266	0.452828
238	"F10"	12.50	15.33	12.33	0.00	82.12	4.98	-2.04	0.30063	0.334246	0.393847	0.50536	0.608865	0.644339	0.642719	0.632943	0.626394	0.619623	0.616739	0.627376	0.646048	0.650945	0.636091	0.616229	0.597371	0.571968	0.54352	0.530997	0.547005	0.590587	0.632786	0.664389	0.687902	0.707182	0.724391	0.739844	0.752259	0.757562	0.757634	0.753076	0.748563	0.746742	0.75275	0.767046
239	"F11"	75.00	84.18	75.15	0.00	32.44	13.84	1.11	0.033852	0.043071	0.050209	0.056092	0.061511	0.064774	0.06725	0.068621	0.068852	0.066879	0.07002	0.085105	0.102956	0.102254	0.086119	0.07195	0.059985	0.0452	0.031486	0.026816	0.03856	0.072813	0.107277	0.125353	0.133847	0.138802	0.145071	0.157443	0.172179	0.178707	0.174138	0.163713	0.150728	0.144362	0.154394	0.180233
240	"F12"	87.50	100.00	90.96	0.00	26.16	11.44	-0.76	0.028359	0.033104	0.037623	0.040809	0.043451	0.045739	0.047012	0.048668	0.048787	0.04706	0.049983	0.061799	0.074967	0.07189	0.058048	0.047289	0.038635	0.028278	0.019645	0.017311	0.025661	0.048807	0.070553	0.080141	0.084349	0.087183	0.092052	0.102912	0.117136	0.123153	0.119217	0.109302	0.096815	0.091203	0.100618	0.125414
217	"G1"	0.00	50.00	50.00	0.00	69.17	33.95	28.14	0.146957	0.152844	0.159783	0.184055	0.203643	0.208139	0.204893	0.202851	0.200352	0.196597	0.20215	0.230417	0.275976	0.304193	0.303296	0.298582	0.295145	0.283296	0.266262	0.266687	0.326028	0.469815	0.632573	0.748328	0.814778	0.853782	0.878553	0.895727	0.905991	0.91143	0.914263	0.915948	0.918578	0.92181	0.923636	0.92869
218	"G2"	50.00	0.00	50.00	0.00	70.09	-28.26	12.50	0.13041	0.152887	0.183376	0.22632	0.258825	0.272226	0.278671	0.286537	0.297073	0.308293	0.335613	0.404358	0.517413	0.60269	0.607334	0.566129	0.510599	0.446783	0.383793	0.33915	0.313232	0.298338	0.286683	0.28154	0.283227	0.287807	0.29589	0.309736	0.3252	0.33166	0.326949	0.316616	0.303647	0.298038	0.309011	0.336138
219	"G3"	50.00	50.00	0.00	0.00	54.19	12.95	-31.54	0.153555	0.19534	0.254384	0.340533	0.420198	0.461977	0.485126	0.48465	0.467417	0.439806	0.408817	0.379085	0.345588	0.307425	0.268314	0.23735	0.209621	0.175857	0.142307	0.126254	0.141175	0.187366	0.231802	0.257104	0.271341	0.280316	0.289808	0.304784	0.32097	0.328174	0.323659	0.313045	0.298999	0.29295	0.303873	0.331498
220	"G4"	0.00	0.00	0.00	75.00	40.14	0.26	-0.57	0.071409	0.074429	0.082686	0.100105	0.112747	0.116703	0.116197	0.115358	0.115341	0.116057	0.116365	0.11633	0.115627	0.115658	0.115118	0.114256	0.113706	0.112892	0.111759	0.111082	0.110682	0.110797	0.111011	0.112197	0.114141	0.116464	0.119182	0.122003	0.124865	0.126987	0.127994	0.128522	0.129101	0.130268	0.133087	0.136992
221	"G5"	75.00	66.12	66.12	0.00	38.15	1.33	0.06	0.051826	0.059098	0.066269	0.078754	0.088196	0.091472	0.095257	0.098439	0.099672	0.097649	0.103284	0.124756	0.154502	0.16081	0.143499	0.123729	0.104314	0.080564	0.058059	0.04776	0.057571	0.087567	0.114654	0.127505	0.13379	0.138097	0.144427	0.156629	0.171394	0.177747	0.172966	0.162594	0.149764	0.144154	0.15414	0.180135
222	"G6"	50.00	49.00	49.00	0.00	52.97	3.28	2.36	0.085515	0.106434	0.126153	0.154301	0.176891	0.186586	0.19107	0.194516	0.19518	0.192983	0.199279	0.225454	0.264646	0.279247	0.262158	0.238387	0.213177	0.181311	0.148233	0.131667	0.146451	0.192567	0.235649	0.259688	0.272426	0.28064	0.289851	0.304186	0.320321	0.327176	0.322785	0.312148	0.298506	0.292067	0.302946	0.329547
223	"G7"	25.00	23.88	23.88	0.00	73.41	3.10	-0.60	0.213409	0.244009	0.290329	0.369868	0.436542	0.462789	0.466354	0.465111	0.462624	0.45769	0.45922	0.479205	0.512092	0.526139	0.51125	0.486524	0.461243	0.428042	0.392056	0.373618	0.388588	0.434841	0.479195	0.508185	0.527744	0.542606	0.556137	0.571942	0.586286	0.592075	0.589782	0.582577	0.573428	0.569191	0.578142	0.59853
224	"G8"	62.50	61.28	61.28	0.00	43.11	5.42	3.69	0.062106	0.069183	0.078219	0.094833	0.103609	0.108336	0.111984	0.114733	0.115288	0.113732	0.120034	0.143526	0.176338	0.187032	0.170442	0.150308	0.13021	0.104879	0.080078	0.068714	0.081286	0.120912	0.159527	0.180554	0.191145	0.197568	0.204991	0.218727	0.234237	0.241046	0.236401	0.225628	0.212041	0.205776	0.216546	0.24303
225	"G9"	37.50	35.99	35.99	0.00	63.49	2.91	1.41	0.145885	0.16876	0.197344	0.244375	0.286242	0.30269	0.309188	0.310458	0.309585	0.306002	0.310993	0.337003	0.376549	0.393899	0.378406	0.353513	0.327083	0.292032	0.255129	0.235812	0.251186	0.300026	0.346692	0.374178	0.390508	0.401575	0.412892	0.42829	0.443812	0.450441	0.445849	0.436826	0.425106	0.419841	0.430451	0.45517
226	"G10"	12.50	12.33	12.33	0.00	83.42	2.91	-1.79	0.304348	0.34206	0.404442	0.521926	0.62762	0.664682	0.662943	0.653028	0.64843	0.642859	0.641592	0.654397	0.675394	0.683011	0.669141	0.649086	0.629811	0.603739	0.574956	0.561626	0.573745	0.608938	0.642217	0.668195	0.68935	0.707949	0.724266	0.739718	0.751947	0.757492	0.756669	0.752596	0.7486	0.747532	0.753382	0.767115
227	"G11"	75.00	75.15	75.15	0.00	35.20	7.39	3.16	0.035991	0.049091	0.052492	0.059873	0.06595	0.069132	0.072238	0.073733	0.074218	0.073935	0.078814	0.098308	0.123643	0.127933	0.112191	0.095539	0.08029	0.061491	0.043795	0.03649	0.047871	0.080557	0.111778	0.127778	0.135121	0.13976	0.146177	0.158724	0.1735	0.179901	0.175472	0.164505	0.151286	0.145049	0.15483	0.180736
228	"G12"	87.50	90.96	90.96	0.00	27.90	7.41	0.59	0.028111	0.033829	0.038233	0.042667	0.045575	0.047008	0.04838	0.05074	0.05118	0.050971	0.055009	0.069677	0.087575	0.086267	0.071185	0.058449	0.047609	0.035021	0.023882	0.02028	0.029358	0.052974	0.073484	0.081925	0.08549	0.088324	0.093503	0.104588	0.118913	0.124784	0.120586	0.110829	0.098595	0.092999	0.102368	0.127333
205	"H1"	0.00	40.00	40.00	0.00	74.71	25.50	21.37	0.199416	0.200781	0.220517	0.265976	0.301775	0.31229	0.307676	0.302332	0.298698	0.293245	0.297334	0.324775	0.371865	0.403225	0.404297	0.39973	0.396303	0.384475	0.367013	0.367321	0.420599	0.543726	0.677512	0.772711	0.829168	0.863967	0.887464	0.903379	0.913401	0.918855	0.920974	0.922697	0.925946	0.928385	0.930608	0.934634
206	"H2"	40.00	0.00	40.00	0.00	75.43	-20.80	8.47	0.172525	0.203848	0.245641	0.311783	0.361763	0.382022	0.387615	0.392467	0.401706	0.410761	0.433504	0.492204	0.586864	0.657289	0.660151	0.624779	0.577485	0.522832	0.467393	0.428212	0.404747	0.391323	0.381269	0.378614	0.382465	0.388884	0.398311	0.412574	0.427758	0.434039	0.429725	0.419841	0.407485	0.401723	0.411621	0.43711
207	"H3"	40.00	40.00	0.00	0.00	62.42	10.16	-26.49	0.202509	0.242689	0.303545	0.407124	0.501706	0.54921	0.567575	0.566508	0.550498	0.526291	0.49768	0.470259	0.438049	0.400563	0.361574	0.329143	0.298907	0.262984	0.226405	0.207576	0.222658	0.270526	0.316988	0.344721	0.361498	0.372664	0.383967	0.399058	0.414876	0.420859	0.416812	0.407504	0.395459	0.390242	0.401245	0.427073
208	"H4"	0.00	0.00	0.00	70.00	43.43	0.34	-0.94	0.080409	0.09028	0.098933	0.119668	0.136015	0.140322	0.140116	0.138428	0.138179	0.138448	0.138527	0.138312	0.137645	0.137332	0.136469	0.135482	0.134838	0.134064	0.132548	0.131831	0.131192	0.131379	0.131513	0.13313	0.135236	0.137953	0.141236	0.144119	0.147118	0.149041	0.149861	0.150667	0.1516	0.152924	0.155716	0.159722
209	"H5"	70.00	60.37	60.37	0.00	41.56	-0.14	0.36	0.059887	0.070145	0.080861	0.094237	0.104915	0.109983	0.113782	0.117492	0.118047	0.116593	0.122881	0.146826	0.180325	0.189926	0.172458	0.150305	0.127926	0.100804	0.074603	0.061887	0.071825	0.103685	0.132685	0.147009	0.1539	0.158561	0.165027	0.177623	0.193006	0.199491	0.19496	0.184181	0.170485	0.164357	0.174507	0.201355
210	"H6"	50.00	40.00	49.00	0.00	56.56	-4.01	4.38	0.098364	0.115262	0.137981	0.16985	0.193637	0.203031	0.207924	0.211853	0.214565	0.21533	0.225125	0.259504	0.311493	0.33697	0.32243	0.295354	0.2653	0.227109	0.187783	0.166062	0.175524	0.212094	0.245174	0.263324	0.273485	0.280588	0.289466	0.303965	0.320206	0.326967	0.322359	0.311587	0.297928	0.291334	0.302386	0.32967
211	"H7"	25.00	18.88	23.88	0.00	75.67	-0.08	-0.10	0.226775	0.258601	0.307588	0.392882	0.46455	0.49161	0.495644	0.493645	0.492761	0.489087	0.493121	0.516925	0.554847	0.574109	0.560396	0.535037	0.507939	0.472885	0.43516	0.414891	0.424702	0.461394	0.495428	0.518656	0.535453	0.549162	0.562473	0.577439	0.591635	0.597832	0.594914	0.587482	0.577556	0.572575	0.581534	0.601793
212	"H8"	62.50	52.26	61.28	0.00	46.70	-2.29	5.39	0.067867	0.078136	0.087178	0.103902	0.114734	0.120432	0.124624	0.128126	0.13047	0.130973	0.140185	0.17073	0.21558	0.23483	0.219097	0.195063	0.169244	0.137414	0.106024	0.090063	0.100594	0.135751	0.1675	0.183606	0.192057	0.197643	0.204819	0.21805	0.233859	0.240575	0.23576	0.225207	0.211255	0.204754	0.215627	0.242367
213	"H9"	37.50	28.99	35.99	0.00	66.28	-1.73	2.64	0.153642	0.179432	0.212116	0.263064	0.306881	0.324111	0.330411	0.332166	0.333261	0.332405	0.340232	0.371287	0.419514	0.445292	0.431786	0.405319	0.375556	0.337457	0.29683	0.274672	0.284742	0.323998	0.360107	0.382202	0.395772	0.405703	0.417257	0.431931	0.446828	0.453652	0.450113	0.440121	0.427208	0.421482	0.431289	0.455893
214	"H10"	12.50	9.33	12.33	0.00	84.66	1.15	-1.35	0.308273	0.351625	0.41425	0.535153	0.644711	0.683382	0.681114	0.670367	0.666287	0.662143	0.66225	0.677737	0.702442	0.712993	0.700892	0.680356	0.66011	0.634204	0.605274	0.591347	0.599591	0.627125	0.65325	0.674446	0.693526	0.710857	0.727338	0.742355	0.754563	0.759874	0.759255	0.755115	0.750139	0.748824	0.754781	0.768504
215	"H11"	75.00	66.12	75.15	0.00	38.45	-0.25	5.85	0.04141	0.052234	0.057346	0.06626	0.071004	0.0735	0.076204	0.078904	0.080866	0.081649	0.089184	0.114194	0.150326	0.162622	0.147533	0.127586	0.108011	0.083823	0.06039	0.049722	0.059513	0.09	0.116915	0.129758	0.136204	0.140265	0.146523	0.159094	0.174086	0.180901	0.176306	0.165115	0.151864	0.145961	0.156038	0.182433
216	"H12"	87.50	81.92	90.96	0.00	31.08	-0.18	3.15	0.030505	0.036886	0.041279	0.046904	0.048508	0.049551	0.051482	0.054589	0.056524	0.056893	0.063699	0.083906	0.10996	0.113934	0.098174	0.08226	0.06771	0.050149	0.034456	0.028093	0.03657	0.05921	0.077075	0.084138	0.08722	0.089885	0.094647	0.105505	0.119748	0.125661	0.121713	0.111855	0.099266	0.094004	0.10353	0.127997
193	"I1"	0.00	30.00	30.00	0.00	79.73	18.57	15.58	0.240796	0.25778	0.289118	0.354616	0.411868	0.42809	0.422012	0.413437	0.408043	0.401781	0.404704	0.430542	0.475369	0.506029	0.507278	0.501939	0.497897	0.48627	0.469868	0.470361	0.516001	0.615884	0.720171	0.795146	0.842323	0.874266	0.896991	0.913081	0.922116	0.927372	0.929673	0.931265	0.934315	0.937738	0.94038	0.943541
194	"I2"	30.00	0.00	30.00	0.00	80.44	-14.48	5.89	0.22622	0.260149	0.31018	0.395445	0.466664	0.494215	0.497342	0.498856	0.505293	0.51175	0.5298	0.577676	0.654644	0.711235	0.7124	0.683412	0.645561	0.600574	0.555038	0.523365	0.503591	0.492086	0.484497	0.484898	0.491837	0.501156	0.512438	0.527288	0.541463	0.54763	0.544082	0.535444	0.52529	0.520765	0.529245	0.551554
195	"I3"	30.00	30.00	0.00	0.00	70.91	8.16	-21.36	0.253538	0.296322	0.36923	0.48735	0.600808	0.651473	0.666279	0.660164	0.645928	0.625549	0.600662	0.575857	0.546794	0.512085	0.474618	0.441775	0.411419	0.375212	0.337449	0.317846	0.332683	0.380791	0.427295	0.457674	0.477104	0.490909	0.504071	0.519328	0.534487	0.54057	0.537857	0.529148	0.518275	0.513995	0.523254	0.544927
196	"I4"	0.00	0.00	0.00	65.00	46.39	0.29	-1.25	0.095265	0.102837	0.116326	0.141469	0.16029	0.164043	0.163114	0.161448	0.161017	0.161268	0.161052	0.160677	0.160294	0.159679	0.158235	0.157008	0.156146	0.154984	0.153388	0.152543	0.151743	0.151794	0.152165	0.153694	0.156048	0.158969	0.162406	0.165838	0.168612	0.170747	0.171884	0.172132	0.172863	0.174394	0.177208	0.181196
197	"I5"	65.00	54.90	54.90	0.00	45.41	-1.38	0.09	0.070826	0.077968	0.09408	0.114535	0.129206	0.135526	0.141128	0.143399	0.144971	0.144043	0.150481	0.176713	0.21393	0.226269	0.207464	0.183233	0.15781	0.126624	0.096444	0.081114	0.091234	0.125271	0.155696	0.171196	0.179221	0.184445	0.191359	0.204376	0.219832	0.226431	0.221766	0.211262	0.197282	0.191338	0.201777	0.228282
198	"I6"	50.00	31.00	49.00	0.00	59.84	-10.25	6.23	0.107103	0.123334	0.147017	0.18042	0.207697	0.217663	0.223498	0.228991	0.23413	0.237429	0.251311	0.293409	0.357997	0.394367	0.382529	0.351669	0.316246	0.272629	0.227944	0.201922	0.205486	0.232388	0.255149	0.267014	0.27484	0.281399	0.290058	0.304167	0.320212	0.327224	0.322624	0.312143	0.298732	0.29269	0.303858	0.330816
199	"I7"	25.00	13.88	23.88	0.00	77.57	-3.02	0.77	0.235724	0.266313	0.31861	0.406302	0.484275	0.511483	0.514798	0.513419	0.514238	0.513141	0.519011	0.547178	0.591551	0.616241	0.604765	0.579184	0.55033	0.513518	0.474178	0.451859	0.456821	0.483592	0.50805	0.525335	0.539885	0.552857	0.565836	0.581106	0.595433	0.600999	0.598316	0.590868	0.581328	0.576057	0.58456	0.60504
200	"I8"	62.50	43.25	61.28	0.00	50.98	-10.74	8.16	0.076994	0.084012	0.095973	0.116926	0.128746	0.134072	0.138408	0.142301	0.145885	0.149279	0.162637	0.202336	0.263349	0.29592	0.282823	0.254563	0.221922	0.182535	0.143502	0.121754	0.127099	0.154179	0.177333	0.188494	0.194978	0.199882	0.206865	0.220024	0.235807	0.242681	0.237981	0.226764	0.213482	0.207229	0.217579	0.244648
201	"I9"	37.50	21.99	35.99	0.00	68.71	-6.22	3.68	0.166226	0.190069	0.22463	0.276836	0.324484	0.343638	0.349481	0.352334	0.354875	0.356412	0.366922	0.40356	0.461214	0.495712	0.484627	0.455579	0.422769	0.38069	0.336419	0.31038	0.315316	0.344258	0.369585	0.384897	0.396062	0.405041	0.416528	0.431365	0.447159	0.45301	0.44912	0.439782	0.427849	0.422334	0.432263	0.456453
202	"I10"	12.50	6.33	12.33	0.00	85.84	-0.51	-0.99	0.311499	0.35807	0.423035	0.549992	0.661594	0.700706	0.69813	0.688149	0.685226	0.682403	0.684419	0.701533	0.728814	0.741954	0.731372	0.710931	0.690335	0.663949	0.635133	0.620732	0.625125	0.64457	0.662759	0.680106	0.697671	0.714512	0.730226	0.745218	0.757374	0.762911	0.762216	0.758013	0.753277	0.751888	0.757512	0.771
203	"I11"	75.00	57.09	75.15	0.00	41.82	-7.11	7.50	0.03946	0.05482	0.061638	0.073438	0.080983	0.083059	0.085406	0.088698	0.091897	0.093363	0.103084	0.134947	0.181489	0.202689	0.187467	0.163974	0.139621	0.109645	0.080196	0.065363	0.073013	0.100469	0.123376	0.133367	0.138342	0.142373	0.148599	0.160933	0.175944	0.182568	0.178344	0.167658	0.15447	0.148068	0.158358	0.185098
204	"I12"	87.50	72.88	90.96	0.00	33.90	-7.06	5.37	0.030719	0.038514	0.044345	0.048883	0.052675	0.05357	0.055001	0.058339	0.061275	0.062659	0.07106	0.096364	0.130754	0.141485	0.126167	0.107456	0.089038	0.066816	0.046153	0.036803	0.043619	0.063941	0.079326	0.084655	0.087376	0.089918	0.094954	0.106304	0.120255	0.126204	0.121725	0.11215	0.099675	0.094198	0.104029	0.129199
181	"J1"	0.00	20.00	20.00	0.00	84.47	12.58	9.76	0.289509	0.316907	0.36204	0.454405	0.539383	0.564692	0.555833	0.544456	0.537703	0.530683	0.531743	0.553113	0.590113	0.615524	0.615354	0.608844	0.603782	0.592854	0.577678	0.578036	0.612774	0.686922	0.76152	0.816703	0.854844	0.883319	0.905045	0.920207	0.928782	0.933669	0.936171	0.938147	0.941561	0.944745	0.946261	0.94928
182	"J2"	20.00	0.00	20.00	0.00	85.21	-8.98	3.59	0.283598	0.320376	0.380705	0.488273	0.582075	0.616279	0.616556	0.61259	0.615887	0.619727	0.632053	0.668502	0.726138	0.766819	0.766226	0.743209	0.714925	0.681347	0.646594	0.623236	0.607811	0.598904	0.594461	0.599142	0.610043	0.622855	0.636543	0.651361	0.664338	0.670043	0.667861	0.661822	0.654453	0.651857	0.659166	0.677291
183	"J3"	20.00	20.00	0.00	0.00	78.68	6.56	-16.33	0.312871	0.357481	0.430842	0.570815	0.702284	0.754668	0.761617	0.750539	0.737924	0.720688	0.699844	0.67974	0.655165	0.624838	0.591365	0.561783	0.535144	0.50237	0.467391	0.45045	0.463912	0.50693	0.549123	0.578873	0.600326	0.616983	0.631742	0.647077	0.661157	0.666675	0.664577	0.658192	0.650054	0.646899	0.653905	0.671025
