"File created by Curve"
LGOROWLENGTH 12
NUMBER_OF_FIELDS 	45
BEGIN_DATA_FORMAT
SampleID	SAMPLE_NAME	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	LAB_L	LAB_A	LAB_B	nm380	nm390	nm400	nm410	nm420	nm430	nm440	nm450	nm460	nm470	nm480	nm490	nm500	nm510	nm520	nm530	nm540	nm550	nm560	nm570	nm580	nm590	nm600	nm610	nm620	nm630	nm640	nm650	nm660	nm670	nm680	nm690	nm700	nm710	nm720	nm730
274	"C10"	12.50	9.33	15.33	0.00	84.08	0.78	0.74	0.299011	0.331156	0.392921	0.506507	0.609153	0.645972	0.642157	0.633246	0.629837	0.626217	0.628055	0.64766	0.680265	0.698636	0.689976	0.67105	0.65073	0.624655	0.595859	0.581865	0.589582	0.616986	0.643489	0.665577	0.684958	0.702717	0.718533	0.734211	0.746373	0.752091	0.750973	0.746472	0.741303	0.739436	0.744828	0.757673
275	"C11"	75.00	66.12	84.18	0.00	36.56	1.29	8.75	0.039981	0.043672	0.047505	0.052375	0.056047	0.057583	0.059396	0.061862	0.063747	0.064849	0.072538	0.09729	0.132079	0.144524	0.130177	0.112279	0.094887	0.073053	0.052715	0.043955	0.05307	0.082465	0.110079	0.12373	0.130337	0.13468	0.140659	0.152215	0.166597	0.172789	0.168667	0.158424	0.145691	0.139853	0.149605	0.174201
276	"C12"	87.50	81.92	100.00	0.00	29.09	1.26	4.31	0.028657	0.031473	0.03603	0.039359	0.039883	0.041467	0.042789	0.045192	0.046554	0.046686	0.053087	0.071502	0.095351	0.099454	0.084629	0.070609	0.058205	0.0428	0.029361	0.024095	0.031634	0.052948	0.070493	0.07751	0.08099	0.08342	0.088031	0.09874	0.112223	0.118191	0.113817	0.104285	0.092479	0.087154	0.096532	0.120503
253	"D1"	0.00	80.00	80.00	0.00	55.17	58.78	42.68	0.068127	0.061648	0.057357	0.059067	0.061181	0.06145	0.06009	0.059651	0.059969	0.05816	0.062206	0.079027	0.103376	0.111898	0.104618	0.098729	0.095191	0.086926	0.076046	0.077077	0.128893	0.289161	0.507746	0.678199	0.775251	0.826891	0.856904	0.876493	0.887982	0.894587	0.897855	0.899107	0.900991	0.903502	0.906174	0.912316
254	"D2"	80.00	0.00	80.00	0.00	57.57	-47.84	22.21	0.051903	0.065522	0.079	0.091647	0.099606	0.101395	0.104227	0.110351	0.120048	0.130828	0.159767	0.236769	0.374296	0.484443	0.491915	0.43947	0.369706	0.292929	0.221328	0.172952	0.146858	0.13259	0.12161	0.115392	0.114783	0.11633	0.121113	0.132566	0.146582	0.152473	0.148309	0.138486	0.125921	0.120277	0.129981	0.155137
255	"D3"	80.00	80.00	0.00	0.00	32.86	23.79	-41.79	0.075118	0.105114	0.141379	0.193521	0.241657	0.272642	0.293004	0.292233	0.270651	0.238899	0.205796	0.176358	0.146161	0.115277	0.088614	0.071534	0.057427	0.041302	0.027409	0.022787	0.033163	0.061673	0.089122	0.103035	0.109676	0.113902	0.119701	0.131367	0.146188	0.152293	0.148002	0.138053	0.125199	0.119358	0.129054	0.154034
256	"D4"	0.00	0.00	0.00	90.00	27.29	0.31	1.58	0.0347	0.032445	0.037312	0.042629	0.046224	0.047058	0.04764	0.048509	0.048556	0.049606	0.050614	0.051407	0.051779	0.052083	0.052187	0.052105	0.05207	0.051853	0.051123	0.050784	0.050727	0.050991	0.051397	0.052244	0.053539	0.055055	0.057014	0.059738	0.061925	0.063978	0.06506	0.065718	0.066209	0.067597	0.070183	0.073333
257	"D5"	90.00	85.34	85.34	0.00	27.88	2.68	-1.93	0.027365	0.033697	0.039371	0.046109	0.050504	0.052404	0.05453	0.056527	0.057141	0.055532	0.059337	0.074594	0.093312	0.093182	0.077619	0.063965	0.052297	0.037908	0.025606	0.021384	0.028643	0.048591	0.064745	0.070664	0.073386	0.075615	0.080236	0.090724	0.104115	0.110221	0.106256	0.096626	0.084905	0.079662	0.089062	0.112706
258	"D6"	50.00	31.00	58.00	0.00	58.99	-10.81	15.17	0.089686	0.101687	0.117006	0.142192	0.157288	0.162732	0.164834	0.169503	0.174061	0.178157	0.19415	0.241411	0.318621	0.370906	0.368013	0.341936	0.309176	0.266803	0.224237	0.199054	0.202558	0.229437	0.25355	0.266553	0.27475	0.281126	0.28935	0.303676	0.31972	0.326683	0.32237	0.311703	0.297958	0.290969	0.301235	0.328149
259	"D7"	25.00	13.88	28.88	0.00	76.59	-3.39	4.37	0.214862	0.244817	0.290938	0.369438	0.435536	0.459691	0.461283	0.459554	0.462143	0.462104	0.470735	0.504378	0.558322	0.592692	0.586373	0.56271	0.534968	0.499046	0.460623	0.438728	0.443866	0.471341	0.49688	0.514912	0.529455	0.542401	0.555095	0.570349	0.584707	0.591135	0.588308	0.580455	0.570858	0.5662	0.574822	0.594848
260	"D8"	62.50	43.25	70.29	0.00	49.68	-10.66	13.69	0.060911	0.067262	0.077593	0.091282	0.099875	0.102808	0.105699	0.109801	0.113817	0.116674	0.130618	0.172034	0.236656	0.275152	0.266168	0.240319	0.210041	0.172737	0.135862	0.115427	0.120998	0.147656	0.1713	0.183254	0.189999	0.195051	0.201768	0.214847	0.22987	0.236456	0.231872	0.221159	0.207998	0.201555	0.211952	0.238098
261	"D9"	37.50	21.99	42.99	0.00	68.17	-6.50	8.28	0.146552	0.169568	0.201251	0.248254	0.286547	0.300275	0.30503	0.308126	0.3117	0.314269	0.327822	0.369742	0.436459	0.479215	0.473867	0.447448	0.415482	0.374981	0.332249	0.307186	0.311614	0.341153	0.367966	0.384445	0.395929	0.405153	0.415453	0.430144	0.445287	0.451599	0.448034	0.438577	0.426697	0.421071	0.430685	0.455209
262	"D10"	12.50	6.33	15.33	0.00	85.39	-0.93	1.46	0.303641	0.33965	0.40214	0.519613	0.624837	0.660749	0.65712	0.648081	0.645846	0.644281	0.648299	0.670118	0.70688	0.728927	0.721738	0.70371	0.683315	0.657358	0.628876	0.614544	0.618222	0.637539	0.65632	0.674503	0.69187	0.708773	0.724365	0.739572	0.751594	0.75703	0.756398	0.752202	0.747138	0.745011	0.750608	0.763694
263	"D11"	75.00	57.09	84.18	0.00	39.97	-5.94	11.47	0.040445	0.046052	0.050741	0.057122	0.061073	0.062277	0.064045	0.067089	0.069886	0.072258	0.082631	0.113543	0.160051	0.181203	0.168191	0.147318	0.125087	0.09762	0.071666	0.059044	0.066271	0.092927	0.11649	0.127365	0.133006	0.136779	0.142745	0.154559	0.169076	0.175308	0.171009	0.16086	0.147786	0.142044	0.151705	0.176545
264	"D12"	87.50	72.88	100.00	0.00	32.07	-5.37	7.24	0.026936	0.030997	0.036918	0.041705	0.04284	0.044094	0.044683	0.047443	0.049156	0.050278	0.058856	0.082327	0.115341	0.125736	0.111474	0.094393	0.078038	0.058053	0.039988	0.032109	0.038421	0.058139	0.074196	0.080479	0.083528	0.085979	0.090719	0.101544	0.115315	0.12115	0.11692	0.107282	0.095403	0.089734	0.099102	0.123456
241	"E1"	0.00	70.00	70.00	0.00	59.43	50.44	39.70	0.083982	0.078868	0.077364	0.083186	0.087761	0.089305	0.087336	0.086518	0.086355	0.084007	0.088824	0.110075	0.143126	0.160509	0.15702	0.152303	0.149047	0.140048	0.127427	0.128293	0.182894	0.340158	0.544123	0.699181	0.787037	0.834399	0.862366	0.881058	0.892124	0.89812	0.901225	0.902514	0.904638	0.906984	0.909858	0.916142
242	"E2"	70.00	0.00	70.00	0.00	61.49	-40.85	20.56	0.064058	0.083196	0.100867	0.119755	0.133799	0.138333	0.142026	0.148303	0.158375	0.16949	0.198006	0.273915	0.40797	0.515146	0.524249	0.475931	0.410965	0.338096	0.268453	0.220448	0.19408	0.179541	0.168025	0.162007	0.161667	0.163781	0.169319	0.181719	0.196437	0.202698	0.198476	0.188018	0.174883	0.16884	0.179308	0.205338
243	"E3"	70.00	70.00	0.00	0.00	39.26	20.67	-38.44	0.093807	0.126263	0.169273	0.230423	0.28452	0.319622	0.341352	0.341652	0.320558	0.289957	0.256926	0.226516	0.194961	0.161458	0.130291	0.108954	0.09031	0.069277	0.049844	0.042193	0.05346	0.088491	0.124159	0.143479	0.153207	0.159474	0.166131	0.178741	0.193829	0.200688	0.196367	0.186045	0.172701	0.166622	0.176527	0.202463
244	"E4"	0.00	0.00	0.00	85.00	31.26	0.29	0.84	0.039103	0.044395	0.04801	0.057121	0.062609	0.064784	0.065112	0.065168	0.065736	0.066169	0.067209	0.06758	0.067831	0.067959	0.068186	0.068045	0.067672	0.06738	0.06677	0.066382	0.066103	0.066267	0.066596	0.067532	0.068929	0.070753	0.072944	0.075383	0.077693	0.079624	0.081101	0.081659	0.0824	0.083901	0.086563	0.090297
245	"E5"	85.00	78.59	78.59	0.00	31.31	2.30	-0.30	0.031618	0.040269	0.045525	0.053209	0.059298	0.061157	0.063485	0.065911	0.066899	0.065492	0.070131	0.087912	0.110708	0.112931	0.097168	0.081487	0.067264	0.049806	0.034353	0.028056	0.035974	0.059356	0.0799	0.088623	0.092699	0.095688	0.100643	0.111878	0.125997	0.132045	0.127971	0.118119	0.105631	0.099829	0.109198	0.133881
246	"E6"	50.00	22.00	58.00	0.00	61.79	-16.65	16.41	0.090678	0.106356	0.125096	0.149994	0.169001	0.176187	0.178318	0.183578	0.189634	0.195701	0.215219	0.269596	0.360467	0.425143	0.425965	0.396088	0.357915	0.310043	0.261379	0.230981	0.228038	0.245164	0.25916	0.26649	0.272338	0.277903	0.285979	0.300238	0.316412	0.323293	0.318994	0.308119	0.294075	0.28712	0.297719	0.324967
247	"E7"	25.00	8.88	28.88	0.00	78.49	-6.39	4.89	0.222122	0.256021	0.303481	0.386757	0.456867	0.482569	0.483868	0.482598	0.485947	0.487447	0.49867	0.535903	0.596503	0.636909	0.632856	0.608302	0.578772	0.541243	0.501196	0.476914	0.476071	0.492956	0.508119	0.520156	0.532168	0.543948	0.556426	0.571441	0.585787	0.592188	0.589349	0.581489	0.571765	0.567036	0.575569	0.595548
248	"E8"	62.50	34.24	70.29	0.00	52.73	-16.80	16.10	0.065082	0.072937	0.082424	0.097423	0.105977	0.109705	0.112416	0.116772	0.122026	0.126884	0.143985	0.19182	0.270162	0.321497	0.316414	0.287441	0.251859	0.208435	0.16567	0.140216	0.140887	0.161071	0.177798	0.185994	0.191206	0.1958	0.202266	0.215445	0.230782	0.237546	0.232797	0.222059	0.208472	0.20227	0.212863	0.239081
249	"E9"	37.50	14.99	42.99	0.00	70.66	-10.68	9.46	0.153462	0.178359	0.212147	0.26409	0.30423	0.319293	0.323579	0.327012	0.331816	0.336666	0.353108	0.400834	0.477687	0.530404	0.528743	0.500586	0.465395	0.421387	0.375085	0.346707	0.34509	0.363567	0.379559	0.389944	0.398955	0.407329	0.417333	0.431952	0.447097	0.453721	0.449931	0.439953	0.427874	0.42183	0.431403	0.455903
250	"E10"	12.50	3.33	15.33	0.00	86.68	-2.98	1.81	0.315579	0.348465	0.412461	0.533256	0.644146	0.681287	0.676108	0.66739	0.665985	0.666412	0.671588	0.696532	0.736378	0.762185	0.757405	0.738897	0.717791	0.691644	0.663237	0.647837	0.646484	0.655568	0.664923	0.677603	0.692845	0.709029	0.724349	0.739129	0.751586	0.757252	0.755989	0.752013	0.746943	0.744894	0.750376	0.763494
251	"E11"	75.00	48.07	84.18	0.00	44.22	-15.29	15.87	0.043061	0.04891	0.053563	0.06116	0.063987	0.065478	0.06694	0.070812	0.074464	0.079033	0.093163	0.133618	0.197425	0.234332	0.224197	0.198896	0.170078	0.134145	0.100325	0.081368	0.085052	0.1062	0.1232	0.130478	0.134562	0.137997	0.14394	0.155593	0.170162	0.176242	0.171997	0.161833	0.148812	0.142818	0.152533	0.177684
252	"E12"	87.50	63.84	100.00	0.00	34.89	-11.99	10.15	0.030553	0.033976	0.039723	0.04345	0.045255	0.04485	0.045906	0.049037	0.052187	0.053945	0.064051	0.092974	0.135912	0.15402	0.140767	0.120787	0.100225	0.075205	0.052231	0.040917	0.045681	0.063781	0.077128	0.081793	0.084298	0.086594	0.091516	0.102561	0.116413	0.122619	0.118257	0.108452	0.096098	0.090621	0.100048	0.124522
229	"F1"	0.00	60.00	60.00	0.00	63.47	43.05	35.45	0.104577	0.102785	0.103749	0.116005	0.126043	0.127928	0.125954	0.124438	0.123426	0.120681	0.126476	0.151107	0.191019	0.214836	0.213566	0.209164	0.205932	0.195922	0.181558	0.182329	0.239029	0.391669	0.579412	0.718129	0.796596	0.839987	0.866803	0.884849	0.895609	0.901391	0.904564	0.90586	0.908316	0.910917	0.913248	0.918921
230	"F2"	60.00	0.00	60.00	0.00	65.23	-34.94	17.28	0.090271	0.107517	0.132063	0.160453	0.181153	0.188683	0.193535	0.201262	0.210977	0.22218	0.250295	0.32343	0.450391	0.550461	0.558345	0.513662	0.452499	0.383123	0.316026	0.269403	0.243026	0.228266	0.216578	0.210862	0.211139	0.214211	0.220781	0.234118	0.249404	0.255585	0.251074	0.240454	0.226875	0.220331	0.230983	0.257849
