CGATS.17

ORIGINATOR	"Idealliance SCCA Calculator"
DESCRIPTOR	"GRACoL2013 CRPC6 IT8.7-5 (TC1617), Reference Data"
MEASUREMENT_SOURCE	"MeasurementCondition=M1 Filter=D50"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"D50"
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	"DEVCALSTD"
DEVCALSTD	"Reference"
CREATED	"4/13/20 11:00 AM"

LGOROWLENGTH	49

NUMBER_OF_FIELDS	11
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT

NUMBER_OF_SETS	1617
BEGIN_DATA
741	10	100	0	20	20.418	10.929	11.387	39.46	58.97	-7.73
1174	0	70	100	60	9.992	7.565	1.679	33.06	23.39	29.99
151	85	70	10	0	10.006	9.516	21.521	36.96	6.69	-36.47
429	20	55	55	0	33.422	27.627	13.970	59.55	25.58	19.62
1078	20	40	0	60	11.668	10.537	11.319	38.79	11.15	-8.68
305	70	85	30	0	11.170	8.629	13.380	35.26	22.79	-20.68
956	40	0	0	40	21.103	24.082	28.861	56.17	-9.76	-16.48
1181	40	0	100	60	9.670	12.339	2.862	41.75	-16.62	34.35
369	40	100	40	0	17.505	10.434	9.556	38.61	47.73	-3.33
1103	20	40	20	60	10.742	9.921	8.517	37.70	9.12	-1.23
514	30	0	70	0	46.382	55.067	17.515	79.08	-18.06	44.63
928	40	0	100	20	24.921	31.731	5.527	63.12	-22.54	55.19
463	70	30	55	0	17.306	22.107	17.678	54.14	-20.29	1.26
419	10	40	55	0	45.144	40.113	17.251	69.55	19.50	28.80
590	20	40	85	0	36.537	33.997	7.572	64.96	12.85	49.38
281	40	10	30	0	39.876	45.699	37.528	73.35	-12.61	0.25
1036	70	0	70	40	9.959	14.946	8.142	45.56	-30.75	13.72
882	10	20	70	20	35.295	35.622	10.541	66.23	3.23	41.05
1296	50	0	0	0	41.075	48.501	65.330	75.14	-16.63	-27.88
72	85	100	0	0	7.860	5.528	16.695	28.19	26.32	-41.22
799	100	40	10	20	7.609	9.821	21.463	37.52	-16.23	-35.39
13	10	30	0	0	55.877	51.084	51.568	76.73	17.16	-11.11
900	70	20	70	20	12.591	17.352	9.825	48.70	-25.21	13.16
399	100	20	40	0	10.389	17.263	23.834	48.59	-40.48	-20.84
865	70	40	40	20	11.724	13.591	14.710	43.64	-9.36	-9.73
1324	0	5	0	0	80.986	81.695	72.413	92.44	4.34	-4.51
924	20	20	100	20	28.998	30.684	4.707	62.24	-2.25	57.91
1267	100	40	0	100	0.976	1.075	1.492	9.60	-2.20	-8.36
1064	70	70	100	40	5.350	5.405	2.524	27.86	1.65	13.07
99	10	100	10	0	29.037	15.202	13.929	45.91	68.29	-3.79
1567	40	10	10	10	35.182	39.206	43.071	68.90	-8.66	-14.65
566	100	85	70	0	4.846	5.306	6.670	27.59	-3.37	-11.32
446	40	40	55	0	27.944	27.968	16.692	59.86	3.90	13.39
866	70	70	40	20	8.961	8.236	10.105	34.47	8.94	-12.30
224	70	85	20	0	11.504	8.736	15.380	35.47	24.29	-25.50
837	100	100	20	20	4.475	3.777	9.597	22.92	11.92	-30.52
977	20	20	20	40	21.740	22.116	18.341	54.15	1.95	-0.20
845	10	10	40	20	40.799	42.611	23.078	71.29	-0.88	19.71
319	100	30	30	0	10.112	15.283	25.561	46.02	-31.54	-28.39
202	40	30	20	0	33.971	34.797	35.249	65.59	1.46	-9.95
1485	3	40	40	40	22.256	19.677	10.978	51.47	15.89	14.23
968	100	40	0	40	5.725	7.032	16.323	31.88	-11.32	-33.98
680	30	40	100	0	30.302	29.557	5.207	61.27	6.88	53.60
342	10	100	40	0	28.475	15.306	9.090	46.05	65.51	11.11
959	40	70	0	40	11.471	8.833	12.282	35.66	23.24	-16.92
1597	70	20	10	10	18.986	23.056	35.084	55.13	-15.71	-27.75
1521	10	20	0	10	50.729	48.950	48.363	75.42	9.59	-9.75
18	10	100	0	0	29.223	15.136	15.777	45.82	69.39	-8.63
519	30	55	70	0	27.581	23.912	9.684	56.00	19.10	26.22
1565	40	0	70	10	32.259	40.282	14.619	69.67	-22.16	35.38
1542	20	10	10	10	46.963	49.336	45.720	75.66	-1.69	-6.23
413	0	85	55	0	35.621	21.119	8.481	53.08	61.01	25.42
489	0	20	70	0	61.164	59.161	15.029	81.38	9.87	54.53
967	100	20	0	40	6.695	9.139	20.000	36.25	-19.71	-34.61
1042	100	20	70	40	4.752	8.178	6.598	34.35	-33.71	0.65
661	10	30	100	0	46.285	44.107	5.611	72.30	10.89	70.61
726	100	55	100	0	5.880	9.212	4.963	36.39	-29.01	11.97
1112	70	20	20	60	6.330	7.709	9.667	33.37	-11.10	-12.74
1148	0	40	70	60	12.979	11.734	3.946	40.79	11.46	25.32
612	40	100	85	0	16.259	10.027	3.949	37.89	43.95	20.30
391	85	30	40	0	12.928	18.094	22.449	49.61	-26.89	-16.47
1171	0	0	100	60	16.460	17.954	2.748	49.44	-4.70	48.48
1094	100	70	0	60	3.203	3.222	7.264	20.91	1.64	-25.33
167	0	40	20	0	55.672	47.298	33.819	74.38	26.78	7.27
1218	40	70	40	80	3.522	3.004	2.501	20.06	10.47	-0.18
638	85	85	85	0	6.390	6.264	4.776	30.07	3.76	2.07
397	100	0	40	0	12.162	22.220	28.425	54.26	-52.09	-19.06
1316	0	50	0	0	51.995	40.849	39.075	70.07	35.98	-7.49
966	100	0	0	40	7.733	11.537	24.034	40.47	-27.78	-35.21
427	20	30	55	0	42.306	41.479	19.291	70.51	7.05	25.95
635	85	40	85	0	9.734	14.321	7.572	44.69	-28.78	14.43
912	0	20	100	20	39.279	38.421	4.583	68.33	7.16	69.09
490	0	30	70	0	56.087	51.415	13.511	76.93	16.82	50.81
138	70	20	10	0	22.692	27.638	42.279	59.56	-16.99	-29.76
864	70	20	40	20	14.060	18.277	18.093	49.83	-20.58	-7.10
1030	20	100	70	40	10.733	6.639	2.981	30.97	38.06	14.87
1598	70	20	20	10	18.285	22.766	30.170	54.83	-18.04	-20.89
1192	100	20	100	60	3.064	5.266	2.658	27.48	-29.04	11.33
450	40	100	55	0	17.081	10.331	7.483	38.43	46.20	3.99
457	55	70	55	0	16.060	13.577	11.070	43.62	18.12	0.41
1510	0	70	70	10	32.497	22.506	6.742	54.56	43.82	34.87
1020	100	100	40	40	3.214	2.925	5.205	19.74	6.86	-17.99
1231	0	100	70	80	4.375	2.947	1.301	19.83	23.89	11.63
466	70	70	55	0	11.802	11.029	10.980	39.63	8.47	-6.19
572	0	40	85	0	50.281	43.466	7.707	71.87	23.70	60.76
128	55	10	10	0	33.127	39.123	49.538	68.84	-15.50	-22.44
1449	40	3	0	3	44.476	50.115	61.809	76.14	-10.83	-22.77
289	55	0	30	0	33.518	42.919	39.631	71.50	-25.59	-5.76
1113	70	40	20	60	5.509	6.063	8.001	29.57	-3.85	-13.31
1524	10	20	40	10	45.860	45.561	25.051	73.26	5.55	19.48
1277	100	100	40	100	0.988	0.928	0.882	8.38	3.50	-2.02
209	55	10	20	0	31.914	38.435	42.389	68.34	-17.67	-14.76
16	10	70	0	0	37.260	25.335	26.875	57.40	47.81	-11.05
650	0	10	100	0	63.806	64.915	6.550	84.44	2.78	87.22
1257	100	40	100	80	1.724	2.496	1.520	17.90	-15.37	5.63
918	10	20	100	20	33.944	34.452	4.636	65.32	2.53	63.61
1168	100	40	70	60	2.914	4.259	3.749	24.51	-18.87	-1.52
312	85	55	30	0	10.672	12.218	19.844	41.56	-8.04	-25.13
1026	20	0	70	40	23.084	26.576	8.685	58.58	-11.00	34.16
1251	40	100	100	80	2.841	2.226	1.057	16.63	13.79	9.47
770	0	70	10	20	28.813	19.563	16.510	51.34	44.02	-0.87
496	10	0	70	0	62.883	69.052	17.993	86.53	-8.34	56.40
1439	40	3	3	0	46.536	52.704	62.598	77.70	-11.68	-20.85
1056	40	0	100	40	16.232	20.718	4.090	52.64	-19.78	44.88
923	20	10	100	20	31.736	35.156	5.067	65.87	-7.67	62.25
1170	100	100	70	60	2.195	2.173	2.402	16.37	2.19	-5.71
1427	0	7	7	0	78.122	78.395	63.490	90.96	5.09	1.15
1495	0	10	70	10	54.383	55.363	13.995	79.25	2.55	53.52
394	85	70	40	0	8.780	9.013	13.926	36.01	0.76	-20.85
645	100	55	85	0	6.133	9.345	6.616	36.64	-27.31	4.52
1615	0	100	100	10	25.168	13.659	2.168	43.74	62.04	43.54
632	85	10	85	0	12.150	21.451	9.650	53.44	-48.64	21.92
170	0	85	20	0	36.604	21.239	15.225	53.21	63.72	5.47
1111	70	0	20	60	7.271	9.695	11.687	37.29	-18.46	-12.37
745	20	40	0	20	30.112	26.791	30.006	58.78	16.90	-13.82
957	40	20	0	40	17.839	18.671	23.413	50.30	-0.87	-17.11
1336	0	0	50	0	75.362	79.566	30.793	91.49	-2.75	41.34
214	55	70	20	0	17.709	14.314	19.468	44.68	22.66	-18.96
1244	0	0	100	80	6.987	7.728	1.645	33.41	-4.52	30.96
950	0	100	0	40	15.365	8.364	7.787	34.73	52.41	-3.59
1570	40	10	70	10	29.474	35.259	13.293	65.95	-16.42	32.47
1434	0	7	7	7	68.085	68.408	55.524	86.21	4.68	0.97
1555	20	40	70	10	30.778	28.716	9.972	60.53	11.84	33.07
181	20	0	20	0	61.433	67.508	52.569	85.76	-8.38	3.36
644	100	40	85	0	6.946	11.890	7.566	41.04	-37.82	8.16
1072	0	20	0	60	17.137	16.357	14.675	47.44	7.67	-3.09
1100	0	100	20	60	9.230	5.405	3.918	27.86	39.67	3.20
160	100	70	10	0	7.622	7.917	21.084	33.81	-0.11	-41.03
816	20	20	20	20	34.031	34.490	28.517	65.35	2.70	-0.09
734	0	70	0	20	29.071	19.607	18.804	51.39	44.80	-5.97
1303	7	0	0	0	77.539	81.109	75.207	92.18	-1.33	-7.39
763	100	40	0	20	8.039	9.993	24.609	37.83	-13.60	-40.81
690	40	55	100	0	22.169	20.394	4.568	52.28	12.00	41.50
891	20	100	70	20	16.129	9.495	4.006	36.92	47.39	18.28
329	0	40	40	0	53.919	46.208	23.947	73.68	25.38	22.21
666	10	100	100	0	26.121	14.342	2.506	44.72	61.80	42.29
848	10	70	40	20	23.954	17.016	10.395	48.28	37.25	10.57
1185	40	100	100	60	4.924	3.574	1.476	22.21	20.80	13.57
624	70	20	85	0	16.905	24.072	9.050	56.16	-31.19	28.68
1184	40	70	100	60	5.710	4.984	1.792	26.69	10.88	17.81
549	70	100	70	0	9.043	6.630	5.811	30.95	24.80	-1.64
1564	40	0	40	10	35.078	42.450	28.842	71.18	-18.84	9.43
1460	40	0	40	3	40.120	48.517	32.783	75.15	-19.61	10.13
536	55	40	70	0	20.470	22.554	11.404	54.61	-6.08	18.34
1447	3	40	40	0	51.585	44.573	23.760	72.61	23.96	20.71
439	30	70	55	0	24.772	18.595	11.064	50.21	32.47	11.79
953	20	40	0	40	19.602	17.562	19.345	48.96	14.00	-11.32
570	0	20	85	0	59.794	57.930	9.424	80.70	9.57	69.69
576	0	100	85	0	31.119	16.552	3.383	47.69	68.44	40.85
504	10	100	70	0	27.471	15.019	5.117	45.66	63.23	27.15
117	30	100	10	0	21.646	12.028	14.347	41.26	57.07	-12.90
144	70	100	10	0	10.606	7.006	14.773	31.82	33.45	-30.27
206	40	85	20	0	19.953	13.078	15.398	42.88	41.95	-12.77
1063	70	40	100	40	6.794	8.548	3.187	35.10	-13.74	20.50
1169	100	70	70	60	2.464	2.935	2.959	19.78	-6.95	-4.26
794	70	70	10	20	9.955	8.669	15.532	35.34	13.27	-26.10
1308	0	98	0	0	33.630	17.159	15.810	48.46	74.11	-4.16
914	0	70	100	20	25.666	18.053	2.805	49.56	39.05	48.25
341	10	85	40	0	31.064	18.747	11.241	50.39	56.60	11.56
1177	20	20	100	60	10.854	11.728	2.481	40.78	-3.32	35.71
1573	40	20	20	10	31.016	33.520	32.981	64.58	-4.74	-8.39
1001	20	0	40	40	24.921	28.035	16.439	59.92	-8.75	14.09
688	40	30	100	0	28.017	30.649	5.757	62.21	-5.94	52.51
801	100	100	10	20	4.650	3.789	10.877	22.96	14.07	-34.61
671	20	40	100	0	35.907	33.470	5.148	64.54	12.57	59.54
603	30	100	85	0	19.323	11.402	3.830	40.25	50.14	25.11
1406	0	100	0	70	6.808	4.039	3.559	23.80	35.11	-1.52
1514	10	0	40	10	54.982	59.691	31.114	81.67	-6.37	23.91
1325	0	3	0	0	82.559	83.999	74.152	93.45	3.02	-4.29
381	70	20	40	0	20.068	26.278	26.035	58.30	-23.95	-8.05
723	100	20	100	0	7.489	15.173	6.427	45.87	-53.35	21.26
563	100	40	70	0	7.433	12.173	10.822	41.49	-35.00	-2.49
387	70	100	40	0	9.844	6.888	9.844	31.55	28.73	-16.47
695	55	10	100	0	25.039	33.383	6.786	64.47	-27.86	51.77
825	40	100	20	20	12.820	7.756	9.178	33.47	41.96	-10.89
1541	20	10	0	10	48.686	50.344	52.867	76.28	0.39	-13.31
1587	70	0	10	10	22.398	29.741	42.976	61.43	-26.39	-27.41
1178	20	40	100	60	9.378	9.165	2.159	36.30	4.51	30.80
608	40	40	85	0	26.054	26.619	7.551	58.62	1.61	38.53
1421	0	0	3	3	79.439	82.034	69.237	92.59	0.67	-1.41
510	20	55	70	0	32.561	27.093	9.710	59.06	24.65	31.41
1481	3	0	40	40	31.101	33.259	16.999	64.37	-3.52	20.45
1048	0	40	100	40	21.302	18.960	2.897	50.64	15.02	49.41
819	20	100	20	20	17.256	9.750	8.968	37.39	51.64	-3.39
718	85	70	100	0	7.114	8.270	4.227	34.54	-8.14	12.86
22	20	30	0	0	48.914	45.853	50.334	73.45	13.21	-15.39
1058	40	40	100	40	11.516	12.065	3.074	41.32	-0.84	32.03
36	30	100	0	0	22.012	12.078	16.252	41.34	58.43	-17.50
1289	95	0	0	0	16.892	25.118	55.074	57.19	-35.70	-48.59
336	10	20	40	0	55.862	55.363	30.065	79.25	6.26	21.38
623	70	10	85	0	18.228	27.321	9.830	59.27	-37.48	31.37
1503	0	40	20	10	45.839	39.136	28.065	68.85	24.50	6.69
205	40	70	20	0	22.817	17.287	19.702	48.62	30.73	-12.66
596	30	10	85	0	41.001	46.953	10.112	74.16	-12.63	56.11
362	40	10	40	0	38.687	44.906	31.268	72.83	-14.11	8.43
1229	0	40	70	80	6.082	5.730	2.233	28.72	6.28	17.06
822	40	20	20	20	25.479	27.539	27.074	59.47	-4.45	-7.82
1193	100	40	100	60	2.709	4.165	2.361	24.21	-21.32	8.16
1301	15	0	0	0	69.597	74.143	73.337	88.99	-4.03	-11.27
1165	70	100	70	60	3.379	2.780	2.309	19.14	12.15	-0.13
683	30	85	100	0	20.548	13.625	3.235	43.69	41.37	34.97
111	30	20	10	0	44.914	46.300	47.822	73.74	0.78	-12.02
1269	0	0	40	100	1.985	2.145	1.337	16.23	-1.89	4.96
1198	0	70	0	80	5.431	4.051	3.578	23.84	19.94	-1.57
1371	40	27	27	0	34.242	35.987	32.705	66.51	-1.57	-4.65
889	20	40	70	20	25.217	23.644	8.440	55.73	10.57	30.14
780	20	20	10	20	34.912	35.040	33.210	65.78	3.87	-6.66
1517	10	10	10	10	54.128	55.328	47.048	79.23	1.99	-1.65
137	70	10	10	0	24.810	31.599	46.958	63.01	-22.54	-29.51
1399	100	85	85	100	0.968	1.029	0.846	9.23	-0.89	0.05
1263	40	0	0	100	1.569	1.747	1.829	14.10	-3.03	-4.28
409	0	30	55	0	57.480	52.536	19.781	77.60	17.36	37.14
1104	20	70	20	60	8.532	6.471	5.761	30.57	22.07	-2.06
676	30	0	100	0	44.090	52.839	7.237	77.78	-19.02	72.83
1205	70	40	0	80	3.176	3.376	5.053	21.49	-1.32	-14.19
1547	20	20	10	10	42.709	42.801	40.635	71.42	4.33	-7.21
1212	0	0	40	80	7.698	8.246	4.626	34.49	-2.33	10.51
625	70	30	85	0	15.569	20.909	8.299	52.85	-24.50	25.70
1585	40	70	70	10	16.950	13.556	6.800	43.59	23.24	15.71
732	0	20	0	20	47.328	44.739	40.714	72.72	12.00	-5.07
123	40	55	10	0	27.384	23.437	29.150	55.52	20.38	-18.07
594	20	100	85	0	22.829	12.958	3.688	42.70	56.30	30.23
372	55	20	40	0	27.186	32.385	27.171	63.66	-15.50	-0.76
162	100	100	10	0	5.717	4.510	14.695	25.29	17.00	-41.33
467	70	85	55	0	10.367	8.364	9.023	34.73	19.09	-8.17
141	70	55	10	0	16.113	15.852	27.518	46.78	4.80	-30.45
756	70	20	0	20	16.444	19.416	33.386	51.17	-12.25	-32.11
1431	7	7	0	7	63.304	64.316	60.437	84.13	2.97	-7.64
1382	80	65	65	40	5.025	5.446	4.931	27.97	-2.76	-2.38
742	20	0	0	20	43.856	47.314	48.479	74.39	-5.09	-11.66
652	0	30	100	0	53.896	49.530	5.568	75.78	16.27	76.82
215	55	85	20	0	15.419	10.782	15.427	39.21	33.42	-19.17
1572	40	20	10	10	32.041	34.098	38.490	65.04	-2.99	-15.38
1211	100	100	0	80	1.806	1.540	2.737	12.86	8.39	-14.50
1007	40	20	40	40	15.560	17.287	12.791	48.62	-6.32	3.98
1191	100	0	100	60	3.494	6.622	3.005	30.93	-36.82	14.62
258	10	55	30	0	40.916	32.263	22.372	63.56	32.80	7.73
716	85	40	100	0	9.355	14.068	5.557	44.33	-30.29	22.65
370	55	0	40	0	32.351	42.173	33.009	70.99	-27.52	2.62
55	70	0	0	0	28.150	36.355	60.531	66.79	-25.16	-37.63
855	20	100	40	20	16.833	9.695	6.762	37.29	49.75	5.01
810	10	20	20	20	39.220	38.613	29.198	68.47	6.37	4.18
663	10	55	100	0	36.886	29.718	4.351	61.41	29.30	58.47
213	55	55	20	0	20.635	19.054	24.502	50.75	11.36	-18.34
725	100	40	100	0	6.623	11.684	5.633	40.71	-39.67	16.04
850	20	0	40	20	39.133	43.957	25.187	72.20	-9.98	17.41
703	70	0	100	0	18.739	30.007	7.278	61.66	-45.12	44.87
911	0	10	100	20	42.645	43.748	4.949	72.06	1.38	73.54
1013	70	40	40	40	8.042	9.271	9.857	36.50	-7.84	-7.98
1105	20	100	20	60	7.231	4.500	3.994	25.26	33.01	-1.75
905	100	10	70	20	6.989	13.245	10.158	43.13	-46.40	2.46
1370	60	45	45	0	19.152	20.367	18.599	52.25	-2.45	-4.04
23	20	40	0	0	44.296	39.136	43.858	68.85	20.07	-15.71
931	40	40	100	20	17.340	17.970	4.061	49.46	0.07	39.57
294	55	55	30	0	19.976	18.722	21.106	50.36	9.82	-12.54
114	30	55	10	0	31.812	26.299	29.590	58.32	25.15	-13.95
315	85	100	30	0	7.164	5.502	11.440	28.12	20.03	-27.44
515	30	10	70	0	42.195	48.040	15.876	74.85	-11.99	41.18
1077	20	20	0	60	13.661	13.591	14.160	43.64	3.59	-8.31
237	100	20	20	0	11.738	17.970	33.110	49.46	-34.35	-34.65
1505	0	40	70	10	42.223	36.672	10.224	67.03	21.80	43.45
1344	0	0	5	0	83.863	86.675	71.064	94.60	0.55	0.41
32	30	40	0	0	38.473	34.989	42.929	65.74	15.77	-19.92
322	100	70	30	0	6.846	7.616	15.933	33.17	-4.90	-30.82
1163	70	40	70	60	4.738	5.699	3.816	28.64	-9.28	5.18
791	70	10	10	20	17.271	21.899	32.004	53.92	-19.53	-25.30
1600	70	20	70	10	15.017	20.800	11.596	52.73	-27.24	14.52
1582	40	70	10	10	19.650	14.859	19.130	45.44	29.41	-16.93
565	100	70	70	0	5.629	7.147	7.925	32.14	-13.54	-8.59
1086	70	0	0	60	7.809	9.937	15.173	37.73	-15.27	-21.09
389	85	10	40	0	15.293	23.763	27.173	55.85	-39.05	-14.23
412	0	70	55	0	40.233	27.484	11.084	59.42	48.54	27.61
811	10	40	20	20	32.464	28.570	22.518	60.40	18.53	2.00
298	70	0	30	0	24.570	34.503	37.561	65.36	-33.70	-13.57
1000	0	100	40	40	14.890	8.409	4.634	34.82	49.20	11.03
884	10	70	70	20	22.871	16.489	5.761	47.61	35.33	27.32
390	85	20	40	0	14.111	20.882	24.805	52.82	-33.15	-15.32
1590	70	0	70	10	17.464	26.715	13.786	58.71	-39.13	18.66
557	85	85	70	0	6.785	6.466	6.689	30.56	5.73	-6.28
241	100	70	20	0	7.213	7.756	18.375	33.47	-2.56	-35.93
1407	0	0	100	70	11.385	12.487	2.184	41.98	-4.62	40.36
1550	20	20	70	10	36.944	38.654	12.334	68.50	-1.07	39.55
272	30	10	30	0	46.547	51.415	38.609	76.93	-8.33	4.96
887	20	10	70	20	33.125	36.407	11.493	66.83	-6.84	39.14
1241	100	40	70	80	1.833	2.563	2.230	18.20	-13.98	-1.05
186	20	55	20	0	35.724	28.840	25.718	60.64	28.77	-3.46
1397	20	12	12	80	5.999	6.301	5.563	30.16	-0.84	-1.81
860	40	70	40	20	15.042	11.846	10.252	40.97	23.60	-1.57
1293	75	0	0	0	25.374	33.658	59.300	64.69	-27.39	-40.02
1477	40	3	3	40	20.309	23.017	26.780	55.09	-8.93	-14.87
300	70	20	30	0	20.925	26.769	30.966	58.76	-21.77	-15.36
609	40	55	85	0	22.645	20.728	6.448	52.65	12.58	32.86
574	0	70	85	0	38.511	26.448	5.210	58.46	47.27	48.74
230	85	40	20	0	12.965	16.050	27.637	47.04	-15.57	-30.20
873	100	100	40	20	4.071	3.659	7.298	22.51	8.11	-22.71
1467	3	0	0	40	34.660	36.013	32.309	66.53	-0.22	-4.02
1469	3	3	0	40	33.776	34.682	31.244	65.50	1.17	-4.17
940	100	0	100	20	6.542	14.082	5.624	44.35	-56.20	22.36
926	20	70	100	20	18.670	14.047	2.942	44.30	29.35	38.14
803	0	10	20	20	49.387	49.417	33.794	75.71	4.75	9.60
753	40	100	0	20	13.354	7.846	11.822	33.66	44.64	-19.03
1135	40	100	40	60	5.470	3.742	3.247	22.80	24.88	-1.13
210	55	20	20	0	29.172	33.570	38.093	64.62	-11.84	-15.57
1417	3	3	3	0	78.818	80.974	70.377	92.12	1.47	-3.25
710	70	85	100	0	9.231	7.851	3.574	33.67	14.64	15.40
255	10	20	30	0	57.039	56.257	36.234	79.76	6.97	13.09
1490	0	0	70	10	59.171	63.014	15.381	83.45	-3.77	57.22
91	10	0	10	0	72.436	76.888	63.636	90.27	-3.53	-0.18
1216	40	0	40	80	5.075	6.059	4.408	29.56	-9.00	3.23
997	0	20	40	40	27.445	26.662	13.904	58.66	7.09	18.26
1602	70	40	10	10	15.766	17.183	27.942	48.49	-4.56	-28.21
720	85	100	100	0	5.444	4.818	3.183	26.21	9.88	5.20
707	70	40	100	0	13.812	17.602	5.451	49.01	-18.60	31.24
1076	20	0	0	60	15.939	17.191	17.359	48.50	-3.61	-7.74
231	85	55	20	0	11.177	12.448	22.994	41.92	-5.86	-30.77
782	20	70	10	20	21.794	15.581	16.147	46.42	35.52	-8.49
378	55	100	40	0	13.384	8.543	9.728	35.09	38.67	-9.98
1329	0	0	95	0	69.862	74.397	8.052	89.11	-3.98	89.15
1126	20	0	40	60	14.380	16.196	9.761	47.23	-7.39	10.84
548	70	85	70	0	9.906	8.178	6.665	34.35	17.15	0.36
347	20	40	40	0	39.650	36.184	23.013	66.66	15.52	11.85
495	0	100	70	0	32.010	16.992	4.983	48.25	69.27	32.31
264	20	20	30	0	49.184	50.099	35.426	76.13	2.39	7.97
8	0	85	0	0	36.833	21.010	19.794	52.96	65.55	-5.37
880	10	0	70	20	42.104	46.502	12.842	73.87	-8.04	47.37
1604	70	40	40	10	14.017	16.296	17.674	47.36	-10.20	-10.42
198	30	100	20	0	21.283	11.971	12.590	41.17	55.75	-8.30
5	0	40	0	0	57.530	48.421	45.751	75.09	28.30	-7.25
618	55	55	85	0	17.146	17.135	6.514	48.43	3.45	25.29
1213	0	40	40	80	6.144	5.653	3.330	28.52	7.81	8.16
64	85	0	0	0	20.517	28.840	56.994	60.64	-31.84	-44.65
1472	0	0	3	40	35.709	36.951	31.186	67.24	0.27	-1.08
615	55	20	85	0	23.675	29.822	9.129	61.50	-20.96	37.61
1483	3	3	40	40	30.261	31.972	16.448	63.32	-2.11	19.93
629	70	85	85	0	9.503	7.989	4.742	33.96	15.61	8.96
1270	0	40	40	100	1.806	1.737	1.108	14.04	3.30	4.26
1383	60	45	45	40	9.059	9.668	8.822	37.24	-2.18	-3.13
1173	0	40	100	60	12.439	11.330	2.097	40.13	10.70	37.98
228	85	20	20	0	15.643	21.684	34.526	53.69	-27.69	-29.43
1482	0	3	40	40	31.559	33.036	16.597	64.19	-1.07	21.08
797	100	10	10	20	9.798	14.786	29.285	45.34	-31.07	-35.84
1522	10	20	10	10	49.206	47.976	41.706	74.81	8.14	-2.74
1129	20	70	40	60	8.231	6.371	4.482	30.33	20.46	4.14
474	85	55	55	0	9.570	11.721	13.055	40.77	-13.20	-10.29
583	10	70	85	0	32.847	23.232	5.216	55.31	41.83	43.28
619	55	70	85	0	14.962	13.011	5.511	42.78	15.32	20.20
1315	0	60	0	0	46.897	34.022	32.767	64.98	44.16	-7.38
132	55	55	10	0	21.380	19.459	28.406	51.22	12.89	-24.27
757	70	40	0	20	13.732	14.613	26.614	45.10	-2.25	-31.81
646	100	70	85	0	5.262	6.962	5.651	31.72	-16.03	0.45
727	100	70	100	0	5.018	6.823	4.273	31.40	-17.63	7.18
529	40	70	70	0	20.356	16.119	7.916	47.13	25.61	17.29
1551	20	40	0	10	36.515	32.397	36.369	63.67	18.34	-14.84
330	0	55	40	0	46.880	36.144	19.146	66.63	37.00	19.57
295	55	70	30	0	17.187	14.068	16.809	44.33	21.35	-13.66
392	85	40	40	0	11.782	15.469	20.167	46.27	-20.29	-17.68
595	30	0	85	0	45.025	53.791	11.103	78.34	-18.73	60.17
152	85	85	10	0	8.583	7.041	17.416	31.90	16.78	-36.49
844	10	0	40	20	44.868	48.821	25.777	75.34	-6.25	21.78
106	20	70	10	0	31.688	22.249	23.088	54.29	42.07	-9.62
867	70	100	40	20	7.304	5.292	7.183	27.55	23.84	-13.55
978	20	40	20	40	18.105	16.552	14.330	47.69	11.79	-1.77
297	55	100	30	0	13.662	8.604	11.253	35.21	39.93	-14.65
920	10	70	100	20	21.979	15.951	2.870	46.91	34.27	43.18
678	30	20	100	0	36.641	40.198	6.222	69.61	-6.85	63.11
6	0	55	0	0	49.355	37.298	35.830	67.50	40.05	-7.48
1411	40	40	0	70	6.567	6.268	7.706	30.08	5.57	-11.29
697	55	30	100	0	21.052	25.283	5.831	57.35	-15.09	43.78
438	30	55	55	0	28.465	24.465	13.901	56.55	20.21	14.63
823	40	40	20	20	20.986	20.278	21.224	52.15	7.01	-9.69
124	40	70	10	0	23.529	17.667	22.806	49.09	31.89	-18.05
192	30	20	20	0	43.550	45.439	40.847	73.18	-0.77	-4.45
232	85	70	20	0	9.558	9.324	18.721	36.60	4.68	-31.29
252	0	100	30	0	33.270	17.263	10.440	48.59	72.29	10.96
447	40	55	55	0	24.200	21.721	13.817	53.73	14.83	9.99
358	30	70	40	0	25.487	18.917	14.500	50.59	33.86	2.79
201	40	20	20	0	37.440	40.452	39.746	69.79	-5.01	-8.86
416	10	10	55	0	59.176	61.937	24.269	82.88	-1.30	37.48
1419	0	3	0	3	77.868	79.278	69.987	91.36	2.86	-4.21
407	0	10	55	0	68.282	68.992	24.605	86.50	3.86	43.11
1589	70	0	40	10	19.700	28.279	26.232	60.14	-33.70	-5.22
1281	40	0	100	100	1.424	1.777	0.853	14.27	-7.80	8.62
301	70	30	30	0	19.103	23.144	27.818	55.22	-15.50	-16.40
479	100	10	55	0	10.227	18.977	19.516	50.66	-50.65	-8.75
