CGATS.17

ORIGINATOR	"Idealliance SCCA Calculator"
DESCRIPTOR	"GRACoL2013 CRPC6 IT8.7-5 (TC1617), Reference Data"
MEASUREMENT_SOURCE	"MeasurementCondition=M1 Filter=D50"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"D50"
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	"DEVCALSTD"
DEVCALSTD	"Reference"
CREATED	"4/13/20 11:00 AM"

LGOROWLENGTH	49

NUMBER_OF_FIELDS	11
BEGIN_DATA_FORMAT
SAMPLE_ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B
END_DATA_FORMAT

NUMBER_OF_SETS	1617
BEGIN_DATA
1493	0	10	20	10	60.310	60.243	40.991	81.97	5.32	10.52
591	20	55	85	0	31.800	26.566	6.393	58.57	24.03	43.31
861	40	100	40	20	12.304	7.635	6.954	33.21	39.61	-2.84
317	100	10	30	0	11.984	20.064	31.004	51.91	-43.19	-27.23
103	20	30	10	0	47.007	44.573	43.221	72.61	11.58	-8.44
375	55	55	40	0	19.349	18.410	17.943	49.99	8.29	-6.49
129	55	20	10	0	30.229	34.123	44.449	65.06	-9.73	-22.97
1024	0	70	70	40	17.411	12.558	4.188	42.09	32.22	26.11
259	10	70	30	0	35.584	24.617	17.284	56.70	45.28	6.57
367	40	70	40	0	21.711	16.771	14.466	47.97	28.45	-1.64
180	10	100	20	0	28.879	15.269	12.211	46.00	67.29	1.11
1272	40	0	40	100	1.515	1.782	1.375	14.30	-5.36	1.16
724	100	30	100	0	7.082	13.434	6.051	43.41	-46.68	18.72
1603	70	40	20	10	15.163	16.889	24.083	48.12	-6.50	-22.11
1215	0	100	40	80	4.389	2.876	1.713	19.54	25.34	6.31
426	20	20	55	0	46.431	48.087	21.556	74.88	0.18	28.84
1462	3	3	40	3	67.855	71.154	34.912	87.56	-1.64	28.41
826	70	0	20	20	17.942	24.394	30.516	56.48	-26.96	-18.59
1345	0	0	3	0	84.317	87.051	73.335	94.76	0.72	-1.32
354	30	20	40	0	41.222	43.868	28.833	72.14	-3.25	11.10
1183	40	40	100	60	7.094	7.519	2.218	32.96	-1.52	24.50
1494	0	10	40	10	57.708	58.182	28.582	80.84	3.95	26.51
492	0	55	70	0	44.956	34.963	9.890	65.72	35.47	42.29
1465	3	40	40	3	48.699	42.158	22.576	70.98	23.27	20.13
161	100	85	10	0	6.500	5.822	17.242	28.96	9.70	-41.16
831	70	100	20	20	7.717	5.387	9.436	27.81	26.64	-21.54
1444	0	3	40	0	74.987	77.825	37.093	90.70	-0.11	30.76
15	10	55	0	0	43.381	33.608	35.347	64.65	35.50	-11.71
1500	0	20	70	10	50.069	48.597	12.704	75.20	8.78	50.05
658	10	0	100	0	60.199	66.420	7.116	85.21	-8.91	86.14
1062	70	20	100	40	7.948	11.215	3.667	39.94	-23.52	25.61
338	10	40	40	0	46.291	40.849	23.401	70.07	20.52	17.00
1584	40	70	40	10	18.114	14.117	12.229	44.40	26.02	-1.70
402	100	55	40	0	7.568	9.982	16.494	37.81	-17.86	-24.16
66	85	20	0	0	17.273	22.334	46.332	54.38	-21.50	-43.65
1167	100	20	70	60	3.270	5.350	4.349	27.71	-26.56	0.38
475	85	70	55	0	8.270	8.817	10.833	35.63	-2.04	-12.63
120	40	20	10	0	38.712	41.206	46.461	70.32	-3.21	-16.32
1512	10	0	10	10	59.417	63.129	52.441	83.51	-3.44	-0.38
484	100	70	55	0	6.057	7.327	10.704	32.54	-10.46	-17.55
772	10	0	10	20	48.620	51.731	42.977	77.12	-3.41	-0.36
747	20	100	0	20	17.858	9.838	11.569	37.55	54.19	-11.57
796	100	0	10	20	10.576	16.669	32.161	47.84	-35.83	-36.02
143	70	85	10	0	11.857	8.848	17.603	35.69	25.84	-30.38
622	70	0	85	0	19.587	30.837	10.691	62.37	-43.88	33.92
999	0	70	40	40	18.103	12.866	7.197	42.56	33.89	12.27
1335	0	0	60	0	73.820	78.198	24.022	90.87	-3.24	51.71
960	40	100	0	40	9.259	5.661	8.120	28.54	36.98	-15.54
752	40	70	0	20	16.957	12.819	18.440	42.49	28.02	-20.52
530	40	85	70	0	18.067	12.384	6.456	41.82	36.89	14.15
49	55	30	0	0	28.490	29.984	45.793	61.64	-1.63	-30.49
218	70	10	20	0	23.739	31.050	40.240	62.55	-25.20	-21.99
942	100	20	100	20	5.822	11.215	4.999	39.94	-44.96	17.90
393	85	55	40	0	10.206	12.009	16.936	41.23	-10.16	-19.30
40	40	30	0	0	36.500	36.315	47.775	66.76	4.97	-24.00
654	0	55	100	0	43.176	33.633	4.284	64.67	34.81	64.48
1085	40	100	0	60	6.002	3.850	5.131	23.17	29.32	-11.70
902	70	70	70	20	8.199	7.889	5.865	33.75	5.43	2.93
101	20	10	10	0	56.972	59.764	55.240	81.71	-1.60	-6.49
335	10	10	40	0	61.111	63.529	33.562	83.72	-0.34	23.75
488	0	10	70	0	66.446	67.369	16.541	85.69	3.32	58.28
692	40	85	100	0	17.284	12.002	3.345	41.22	35.28	29.95
373	55	30	40	0	24.719	27.891	24.390	59.79	-9.05	-2.55
360	30	100	40	0	20.662	11.852	9.432	40.98	53.60	1.18
405	100	100	40	0	5.076	4.490	9.947	25.23	9.68	-27.71
350	20	85	40	0	26.480	16.458	11.306	47.57	50.99	6.50
523	40	0	70	0	39.057	48.693	17.227	75.26	-23.41	38.70
1538	20	0	20	10	50.428	55.485	43.406	79.32	-8.02	2.90
751	40	40	0	20	22.734	21.424	28.751	53.41	9.71	-21.06
366	40	55	40	0	25.102	22.211	18.261	54.25	16.46	0.15
1445	3	3	40	0	71.960	75.379	36.805	89.57	-1.51	29.21
954	20	70	0	40	14.993	10.864	12.418	39.35	30.29	-10.95
870	100	20	40	20	7.625	12.352	16.726	41.77	-34.39	-17.88
633	85	20	85	0	11.367	19.019	8.944	50.71	-42.38	19.66
1045	100	100	70	40	2.834	2.792	3.343	19.19	2.62	-8.02
267	20	55	30	0	35.039	28.502	22.051	60.34	27.75	2.80
134	55	85	10	0	15.847	10.940	17.693	39.48	34.74	-24.05
560	100	10	70	0	9.280	18.260	13.927	49.81	-54.53	2.94
1123	0	40	40	60	13.607	12.122	6.765	41.41	12.86	12.10
935	70	10	100	20	12.495	18.815	5.246	50.47	-33.49	34.78
602	30	85	85	0	20.899	13.804	4.412	43.95	41.94	28.02
934	70	0	100	20	13.425	21.239	5.606	53.21	-39.17	37.72
605	40	10	85	0	34.494	41.551	10.061	70.56	-18.16	50.07
1339	0	0	25	0	79.718	83.264	50.889	93.13	-1.11	17.92
938	70	70	100	20	7.580	7.565	3.256	33.06	2.73	16.50
1605	70	40	70	10	12.597	15.469	9.597	46.27	-14.70	9.74
3	0	20	0	0	70.189	66.105	60.343	85.05	14.22	-5.96
809	10	10	20	20	42.927	44.272	32.693	72.41	0.71	5.54
271	30	0	30	0	51.434	58.997	42.849	81.29	-13.85	6.99
528	40	55	70	0	23.355	21.202	9.681	53.17	13.53	21.35
74	100	10	0	0	14.455	21.110	49.108	53.07	-32.10	-49.14
1404	10	6	6	100	1.893	1.983	1.673	15.40	-0.47	-0.40
465	70	55	55	0	13.646	14.642	13.386	45.14	-2.97	-3.66
648	100	100	85	0	3.935	3.975	4.181	23.59	1.50	-5.75
12	10	20	0	0	61.652	59.398	58.746	81.51	10.45	-10.46
497	10	10	70	0	57.476	60.446	16.248	82.08	-1.96	52.75
553	85	30	70	0	11.222	17.087	12.089	48.37	-33.34	5.55
1120	100	100	20	60	2.604	2.294	4.369	16.96	7.95	-18.27
53	55	85	0	0	16.296	11.119	20.221	39.78	36.01	-28.98
642	100	20	85	0	7.981	15.619	8.868	46.47	-51.36	12.62
655	0	70	100	0	37.747	25.940	3.540	57.98	46.89	57.54
907	100	40	70	20	5.599	8.858	7.893	35.71	-29.27	-2.31
693	40	100	100	0	15.955	9.893	2.980	37.65	43.25	26.39
286	40	70	30	0	22.219	16.992	16.964	48.25	29.60	-7.26
1516	10	10	0	10	55.668	56.204	54.417	79.73	3.71	-9.03
1166	100	0	70	60	3.685	6.673	5.049	31.05	-34.39	2.31
282	40	20	30	0	36.308	39.748	33.726	69.29	-6.57	-1.37
1569	40	10	40	10	32.010	37.191	26.095	67.42	-13.36	7.57
974	0	70	20	40	18.542	13.004	9.613	42.77	35.28	3.65
700	55	70	100	0	14.625	12.813	4.037	42.48	14.58	27.68
1114	70	70	20	60	4.465	4.051	5.729	23.84	7.82	-13.51
499	10	30	70	0	48.213	45.776	13.288	73.40	11.51	45.33
640	100	0	85	0	8.920	19.520	10.179	51.29	-63.91	16.46
98	10	85	10	0	31.907	18.815	17.437	50.47	59.33	-4.52
166	0	30	20	0	61.200	55.224	38.902	79.17	19.48	8.43
1420	3	3	0	3	74.901	76.736	69.346	90.20	1.87	-5.63
433	30	0	55	0	48.058	56.487	25.689	79.89	-16.89	29.78
386	70	85	40	0	10.835	8.518	11.526	35.04	21.28	-15.77
476	85	85	55	0	7.215	6.643	9.010	30.98	8.20	-14.59
1413	0	40	40	70	9.549	8.634	4.906	35.27	10.34	10.34
593	20	85	85	0	24.727	15.709	4.304	46.59	47.88	33.19
337	10	30	40	0	50.875	47.755	26.662	74.67	13.21	19.09
1471	3	40	0	40	24.183	20.818	19.894	52.75	18.98	-5.94
1097	0	20	20	60	16.419	15.928	11.312	46.88	6.10	5.29
175	10	30	20	0	52.951	49.159	37.773	75.55	14.84	3.71
1068	100	40	100	40	3.771	6.107	3.262	29.68	-27.18	10.63
1380	20	12	12	20	37.377	39.026	35.272	68.77	-0.82	-4.50
561	100	20	70	0	8.678	16.173	12.895	47.20	-48.34	1.24
469	85	0	55	0	15.211	26.035	21.998	58.07	-49.10	-1.01
482	100	40	55	0	8.035	12.494	14.948	41.99	-31.56	-13.18
313	85	70	30	0	9.157	9.160	16.220	36.29	2.73	-26.13
840	0	20	40	20	43.346	41.796	21.197	70.73	9.19	22.40
634	85	30	85	0	10.555	16.622	8.250	47.78	-35.73	17.14
2	0	10	0	0	77.129	76.066	68.114	89.89	7.72	-5.04
1254	70	70	100	80	2.217	2.313	1.306	17.05	-0.28	6.77
236	100	10	20	0	12.766	20.448	36.459	52.34	-39.73	-34.50
1403	20	12	12	100	1.755	1.852	1.583	14.69	-0.77	-0.62
437	30	40	55	0	32.827	31.443	16.875	62.88	9.13	18.17
1243	100	100	70	80	1.535	1.503	1.558	12.63	2.37	-3.89
1286	100	100	100	100	0.976	1.007	0.809	9.05	0.20	0.39
1575	40	20	70	10	26.878	30.684	12.084	62.24	-10.62	29.48
537	55	55	70	0	17.760	17.521	9.644	48.91	4.70	14.13
359	30	85	40	0	22.510	14.477	11.376	44.91	45.33	1.70
659	10	10	100	0	55.133	58.218	6.609	80.86	-2.50	80.79
1416	0	3	3	0	81.947	83.516	70.835	93.24	2.75	-1.73
1250	40	70	100	80	3.258	2.959	1.232	19.88	6.99	12.61
1580	40	40	70	10	22.296	22.679	9.845	54.74	1.98	23.51
75	100	20	0	0	13.293	18.612	44.426	50.23	-27.18	-48.51
355	30	30	40	0	37.477	37.769	25.701	67.85	3.47	9.00
179	10	85	20	0	31.634	18.815	15.215	50.47	58.34	0.77
739	10	40	0	20	34.302	29.787	30.602	61.47	20.36	-10.12
240	100	55	20	0	8.437	10.354	22.326	38.47	-12.81	-35.44
1492	0	10	10	10	61.823	61.413	48.172	82.60	6.15	2.85
118	40	0	10	0	46.747	54.152	57.966	78.55	-14.75	-14.77
955	20	100	0	40	12.097	6.944	8.021	31.68	44.79	-9.75
1515	10	0	70	10	51.505	56.717	15.211	80.02	-8.19	51.73
1591	70	10	0	10	21.481	26.587	44.930	58.59	-18.40	-34.71
195	30	55	20	0	30.817	25.720	25.413	57.77	23.88	-7.87
1532	10	70	10	10	30.235	20.800	19.444	52.73	43.44	-5.03
1252	70	0	100	80	3.017	4.441	1.757	25.08	-19.51	15.39
104	20	40	10	0	42.630	37.999	37.638	68.02	18.75	-9.09
1224	100	0	40	80	2.178	3.397	4.029	21.57	-20.61	-8.32
817	20	40	20	20	27.994	25.366	22.012	57.43	14.57	-2.14
133	55	70	10	0	18.316	14.635	22.488	45.13	23.93	-24.27
269	20	85	30	0	26.827	16.552	13.223	47.69	51.89	1.18
92	10	10	10	0	65.723	67.071	56.870	85.54	2.36	-1.59
766	0	0	10	20	55.401	57.536	44.234	80.48	-0.19	3.88
585	10	100	85	0	26.763	14.685	3.530	45.20	62.36	35.57
1261	0	40	0	100	1.864	1.704	1.356	13.85	5.53	0.62
673	20	70	100	0	27.341	20.064	3.718	51.91	35.77	45.92
455	55	40	55	0	21.401	23.163	16.326	55.24	-4.34	6.29
222	70	55	20	0	15.502	15.551	23.801	46.38	3.00	-24.59
988	70	40	20	40	8.647	9.560	13.164	37.04	-4.82	-17.02
157	100	30	10	0	11.414	15.883	34.578	46.82	-25.27	-41.35
521	30	85	70	0	21.418	14.061	6.362	44.32	42.81	18.88
651	0	20	100	0	58.764	57.001	6.068	80.18	9.35	82.04
1398	10	6	6	80	7.124	7.432	6.508	32.77	-0.41	-1.68
627	70	55	85	0	12.436	13.970	6.560	44.19	-6.82	17.78
1176	20	0	100	60	12.771	14.939	2.816	45.55	-10.43	41.25
356	30	40	40	0	34.013	32.203	22.681	63.51	10.57	7.05
993	100	40	20	40	5.167	6.780	12.440	31.30	-15.37	-24.89
1473	3	0	3	40	34.381	35.817	30.945	66.38	-0.53	-2.19
203	40	40	20	0	30.751	29.626	30.979	61.33	8.29	-10.95
122	40	40	10	0	31.819	30.262	36.115	61.88	9.83	-17.57
1106	40	0	20	60	11.629	13.652	12.609	43.73	-10.42	-3.94
852	20	20	40	20	32.192	33.184	20.232	64.31	0.70	13.29
1236	70	0	70	80	3.172	4.533	2.796	25.36	-18.06	6.59
406	0	0	55	0	74.539	78.836	27.250	91.16	-3.01	46.52
1319	0	25	0	0	66.756	61.263	56.478	82.52	17.67	-6.39
701	55	85	100	0	12.992	9.821	3.491	37.52	25.64	22.59
471	85	20	55	0	13.084	20.269	18.649	52.14	-36.77	-4.34
1187	70	20	100	60	5.119	7.090	2.611	32.01	-19.02	19.52
1507	0	70	10	10	34.830	23.428	19.759	55.51	47.86	-0.90
675	20	100	100	0	22.370	12.734	2.703	42.36	55.68	36.63
1304	5	0	0	0	79.586	82.899	75.676	92.97	-0.68	-6.43
472	85	30	55	0	12.036	17.594	17.017	49.00	-30.29	-6.09
1238	70	70	70	80	2.322	2.321	1.762	17.09	1.76	1.57
679	30	30	100	0	33.293	34.605	5.719	65.44	-0.26	58.26
1456	3	40	3	3	51.943	44.122	41.189	72.31	26.19	-6.39
1379	40	27	27	20	23.315	24.535	22.364	56.62	-1.52	-4.22
325	0	0	40	0	77.017	80.996	38.287	92.13	-2.16	31.60
1278	0	0	100	100	1.874	2.137	0.852	16.19	-4.31	11.95
377	55	85	40	0	14.663	10.514	11.522	38.75	30.89	-9.36
1040	70	100	70	40	4.847	3.830	3.247	23.10	16.00	-0.61
4	0	30	0	0	63.578	56.788	52.791	80.06	21.14	-6.71
1454	40	3	3	3	43.978	49.822	59.192	75.96	-11.50	-20.48
500	10	40	70	0	44.038	39.317	11.848	68.98	18.76	41.79
584	10	85	85	0	29.119	17.896	4.195	49.37	53.69	38.62
435	30	20	55	0	39.739	42.816	21.205	71.43	-4.76	23.59
1451	3	40	0	3	52.294	44.392	43.023	72.49	26.33	-8.40
1240	100	0	70	80	2.061	3.471	2.722	21.84	-24.34	1.10
487	0	0	70	0	72.468	76.931	18.192	90.29	-3.55	62.44
388	85	0	40	0	16.514	26.877	29.697	58.86	-45.00	-13.19
285	40	55	30	0	25.756	22.544	21.553	54.60	17.70	-6.12
610	40	70	85	0	19.785	15.792	5.394	46.70	24.65	27.54
812	10	70	20	20	24.633	17.255	14.082	48.58	38.90	0.41
306	70	100	30	0	10.101	6.940	11.370	31.67	30.23	-21.11
1579	40	40	40	10	24.134	23.883	18.747	55.97	4.89	2.05
771	0	100	10	20	23.070	12.154	9.960	41.46	62.73	0.23
1116	100	0	20	60	4.419	6.936	10.851	31.66	-26.50	-19.53
1197	0	40	0	80	6.520	5.784	5.108	28.86	10.34	-1.77
41	40	40	0	0	33.126	31.121	41.970	62.61	11.35	-24.11
501	10	55	70	0	38.404	30.825	9.778	62.36	30.12	36.87
424	20	0	55	0	56.136	63.434	26.237	83.67	-12.11	35.34
125	40	85	10	0	20.444	13.265	17.682	43.16	43.15	-17.68
915	0	100	100	20	20.942	11.623	2.027	40.61	56.54	39.47
597	30	20	85	0	37.350	40.849	9.202	70.07	-6.51	52.13
788	40	70	10	20	16.374	12.487	15.966	41.98	26.97	-15.71
525	40	20	70	0	32.527	37.084	14.233	67.34	-11.16	32.36
786	40	20	10	20	26.341	28.035	31.529	59.92	-2.81	-14.23
1592	70	10	10	10	20.756	26.384	38.954	58.40	-21.03	-27.45
1506	0	70	0	10	35.113	23.467	22.543	55.55	48.65	-6.41
1299	25	0	0	0	60.656	66.223	71.118	85.11	-7.40	-16.00
183	20	20	20	0	50.440	50.952	41.881	76.65	3.52	0.21
191	30	10	20	0	47.911	52.351	45.708	77.49	-6.95	-3.06
190	30	0	20	0	52.968	60.077	51.027	81.88	-12.40	-1.63
694	55	0	100	0	27.232	38.013	7.304	68.03	-34.15	55.75
1559	20	70	40	10	24.764	17.937	12.307	49.42	35.84	6.73
1186	70	0	100	60	5.885	8.956	2.946	35.90	-26.85	23.63
418	10	30	55	0	49.500	46.782	19.538	74.05	12.21	31.53
1568	40	10	20	10	34.053	38.517	36.740	68.40	-10.37	-7.20
1014	70	70	40	40	6.347	5.920	6.991	29.21	7.01	-9.89
211	55	30	20	0	26.486	28.908	33.931	60.70	-5.58	-16.48
1576	40	40	0	10	27.458	25.845	34.839	57.89	10.46	-22.64
508	20	30	70	0	41.088	40.551	13.104	69.86	6.17	39.73
196	30	70	20	0	26.605	19.433	19.812	51.19	35.90	-8.46
445	40	30	55	0	30.749	32.777	18.738	63.98	-3.14	15.88
559	100	0	70	0	9.924	20.556	15.060	52.46	-60.77	4.59
614	55	10	85	0	25.807	34.110	9.973	65.05	-27.13	40.86
109	30	0	10	0	54.561	61.170	59.813	82.47	-10.88	-9.88
1084	40	70	0	60	7.225	5.680	7.500	28.59	18.60	-13.04
1034	40	70	70	40	9.462	7.860	4.182	33.69	16.44	11.66
1405	100	0	0	70	3.620	5.194	9.951	27.28	-19.13	-24.19
821	40	10	20	20	27.960	31.623	30.182	63.03	-9.70	-6.77
1386	10	6	6	40	29.149	30.309	26.994	61.92	-0.29	-3.46
761	100	10	0	20	10.390	15.026	33.696	45.67	-27.89	-42.05
554	85	40	70	0	10.305	14.671	11.009	45.18	-26.43	3.29
343	20	0	40	0	58.252	65.109	36.436	84.54	-10.68	21.05
696	55	20	100	0	23.005	29.225	6.307	60.98	-21.70	47.85
1608	70	70	20	10	11.302	9.965	16.103	37.78	12.89	-23.28
892	40	0	70	20	26.539	33.209	12.373	64.33	-21.01	32.25
784	40	0	10	20	31.745	36.818	39.179	67.14	-13.11	-12.68
1442	40	40	3	0	32.721	30.849	40.169	62.38	10.91	-22.19
27	20	100	0	0	25.478	13.563	16.030	43.60	63.95	-13.07
534	55	20	70	0	24.665	30.637	13.947	62.20	-19.67	24.25
448	40	70	55	0	21.015	16.458	11.077	47.57	26.89	7.20
1509	0	70	40	10	33.812	23.163	12.494	55.24	45.52	16.23
908	100	70	70	20	4.372	5.439	5.872	27.95	-11.15	-7.10
1035	40	100	70	40	7.990	5.361	3.088	27.74	29.45	8.52
126	40	100	10	0	18.475	10.624	14.474	38.94	51.44	-17.23
253	10	0	30	0	68.753	73.995	45.256	88.92	-5.55	17.19
1052	20	20	100	40	18.579	19.852	3.528	51.67	-2.89	46.74
804	0	20	20	20	45.242	43.273	30.199	71.74	10.34	8.22
273	30	20	30	0	42.360	44.664	34.618	72.67	-2.10	3.16
421	10	70	55	0	34.384	24.112	11.044	56.20	43.36	22.18
1396	40	27	27	80	4.459	4.726	4.223	25.94	-1.31	-1.94
361	40	0	40	0	42.477	51.349	34.567	76.89	-19.94	10.51
1107	40	20	20	60	9.784	10.584	10.242	38.87	-3.30	-5.16
580	10	30	85	0	47.094	44.830	8.461	72.78	11.09	59.46
894	40	20	70	20	22.107	25.283	10.212	57.35	-10.14	26.80
846	10	20	40	20	37.403	37.258	20.680	67.47	4.87	17.82
173	10	10	20	0	64.048	65.850	48.250	84.92	1.26	6.76
177	10	55	20	0	41.563	32.569	26.173	63.81	33.69	1.21
708	70	55	100	0	12.076	13.742	4.771	43.86	-7.86	25.87
320	100	40	30	0	9.213	13.071	22.898	42.87	-25.17	-28.95
233	85	85	20	0	8.258	6.953	15.251	31.70	14.79	-31.68
878	0	70	70	20	26.807	18.773	5.798	50.42	40.04	31.99
1194	100	70	100	60	2.275	2.854	1.963	19.45	-9.39	3.60
589	20	30	85	0	40.082	39.707	8.391	69.26	5.66	53.65
212	55	40	20	0	23.990	24.637	29.974	56.72	1.03	-17.32
293	55	40	30	0	23.184	24.203	25.695	56.29	-0.68	-10.92
765	100	100	0	20	4.851	3.821	12.255	23.07	16.18	-38.55
806	0	70	20	20	28.511	19.503	14.334	51.27	43.15	4.39
1305	3	0	0	0	81.718	84.761	76.163	93.78	-0.02	-5.45
1323	0	7	0	0	79.428	79.411	70.670	91.42	5.69	-4.72
722	100	10	100	0	7.800	16.802	6.728	48.01	-59.66	23.64
1208	100	0	0	80	2.468	3.444	6.290	21.74	-15.31	-19.73
904	100	0	70	20	7.471	14.910	10.992	45.51	-51.97	3.91
502	10	70	70	0	33.601	23.684	7.807	55.77	42.50	32.61
88	0	70	10	0	42.126	28.090	23.559	59.97	51.94	-0.71
1394	80	65	65	80	2.090	2.252	1.964	16.76	-1.80	-1.05
1561	40	0	0	10	39.913	45.531	55.626	73.24	-12.02	-21.50
542	70	10	70	0	19.270	28.212	14.821	60.08	-35.60	18.33
841	0	40	40	20	36.377	31.479	16.645	62.91	21.16	18.76
473	85	40	55	0	11.004	15.063	15.377	45.72	-23.51	-7.82
532	55	0	70	0	29.305	39.930	16.762	69.42	-32.02	29.71
606	40	20	85	0	31.485	36.197	9.179	66.67	-12.03	46.35
1400	80	65	65	100	1.080	1.154	0.965	10.21	-1.09	-0.20
543	70	20	70	0	17.831	24.810	13.596	56.89	-29.32	16.03
208	55	0	20	0	34.790	43.689	47.038	72.02	-23.44	-14.07
1051	20	0	100	40	22.157	25.751	4.064	57.80	-11.85	53.93
194	30	40	20	0	35.748	33.222	31.589	64.34	12.90	-6.70
917	10	10	100	20	36.951	39.344	5.009	69.00	-3.20	67.95
1588	70	0	20	10	21.459	29.271	36.838	61.02	-28.98	-20.06
150	85	55	10	0	11.733	12.702	26.532	42.31	-3.57	-36.48
187	20	70	20	0	30.895	21.824	19.874	53.84	41.11	-4.02
1497	0	20	10	10	56.417	53.518	42.839	78.18	12.25	1.64
1209	100	40	0	80	2.162	2.545	4.672	18.12	-6.07	-17.97
76	100	30	0	0	12.154	16.203	39.868	47.24	-21.89	-47.90
1161	70	0	70	60	6.266	9.212	5.251	36.39	-24.80	10.48
779	20	10	10	20	38.303	40.268	37.271	69.66	-1.67	-5.76
1154	20	70	70	60	7.804	6.207	2.822	29.93	18.31	14.27
737	10	10	0	20	45.616	46.084	44.592	73.60	3.39	-8.42
963	70	40	0	40	9.356	9.932	17.431	37.72	-1.79	-26.49
1221	70	40	40	80	2.812	3.229	3.271	20.94	-5.32	-4.50
1455	0	40	3	3	54.087	45.653	41.518	73.32	27.36	-5.07
470	85	10	55	0	14.133	23.037	20.279	55.11	-42.88	-2.67
112	30	30	10	0	40.704	39.790	42.206	69.32	7.32	-12.84
1144	100	70	40	60	2.735	3.024	4.459	20.14	-3.29	-13.30
1054	20	70	100	40	12.350	9.576	2.292	37.07	23.29	30.93
617	55	40	85	0	19.710	22.012	7.572	54.04	-7.36	30.55
1520	10	10	70	10	47.124	49.741	13.765	75.91	-2.32	48.37
613	55	0	85	0	28.100	38.847	10.902	68.64	-33.33	44.07
820	40	0	20	20	30.773	36.223	33.717	66.69	-14.73	-5.84
270	20	100	30	0	24.580	13.509	10.802	43.52	60.48	1.07
1410	0	100	100	70	6.196	4.042	1.169	23.81	28.67	20.24
1066	100	0	100	40	4.944	10.032	4.235	37.90	-46.57	18.61
1402	40	27	27	100	1.501	1.592	1.359	13.18	-0.93	-0.57
1259	100	100	100	80	1.470	1.526	1.221	12.77	-0.02	0.50
992	100	20	20	40	6.019	8.843	15.195	35.68	-24.41	-24.68
396	85	100	40	0	6.921	5.457	9.925	28.00	18.14	-22.86
1426	7	0	7	0	76.070	79.989	67.426	91.68	-2.13	-1.32
535	55	30	70	0	22.506	26.437	12.644	58.45	-13.05	21.34
251	0	85	30	0	36.418	21.285	13.140	53.26	62.89	11.01
1274	40	100	40	100	1.329	1.102	0.807	9.81	8.63	1.73
1425	7	7	0	0	72.556	73.657	69.244	88.76	3.23	-8.02
1533	10	70	20	10	29.821	20.682	16.860	52.60	42.44	0.48
985	40	100	20	40	8.830	5.574	6.356	28.31	34.38	-8.70
94	10	30	10	0	54.150	49.920	44.242	76.02	15.88	-3.82
287	40	85	30	0	19.514	12.918	13.349	42.64	40.80	-7.87
1142	100	20	40	60	3.633	5.483	6.992	28.07	-22.34	-11.86
669	20	20	100	0	43.161	45.256	6.173	73.06	-1.40	69.28
291	55	20	30	0	28.138	32.962	32.383	64.13	-13.74	-8.27
459	55	100	55	0	12.956	8.419	7.632	34.84	36.96	-2.79
758	70	70	0	20	10.328	8.858	17.845	35.71	14.57	-30.89
244	0	0	30	0	78.808	82.511	46.494	92.80	-1.48	22.40
578	10	10	85	0	56.082	59.143	10.149	81.37	-2.33	68.42
1385	20	12	12	40	23.807	24.923	22.512	57.00	-0.98	-3.85
531	40	100	70	0	16.656	10.189	5.538	38.18	44.93	12.14
498	10	20	70	0	52.725	52.856	14.760	77.79	4.60	49.02
1279	0	40	100	100	1.704	1.744	0.763	14.08	0.59	9.89
1616	100	0	100	10	7.302	16.188	6.299	47.22	-60.96	24.16
1083	40	40	0	60	9.136	8.690	10.984	35.38	6.48	-13.53
384	70	55	40	0	14.385	15.012	17.489	45.65	-0.55	-12.95
257	10	40	30	0	47.173	41.407	27.942	70.46	21.31	9.67
916	10	0	100	20	40.322	44.785	5.392	72.75	-8.64	72.46
1443	3	0	40	0	73.917	78.417	38.020	90.97	-3.47	29.96
653	0	40	100	0	49.395	42.713	5.044	71.36	23.52	71.84
1534	10	70	40	10	29.032	20.403	12.377	52.29	40.77	11.48
896	40	70	70	20	14.052	11.372	5.823	40.20	20.88	14.25
382	70	30	40	0	18.338	22.717	23.469	54.78	-17.55	-9.49
699	55	55	100	0	16.733	16.850	4.666	48.07	2.73	33.70
517	30	30	70	0	34.902	35.948	12.961	66.48	0.82	34.30
87	0	55	10	0	48.772	37.044	31.121	67.31	39.29	-0.86
1091	100	0	0	60	4.867	7.116	14.080	32.07	-22.41	-28.05
415	10	0	55	0	64.795	70.764	26.753	87.37	-7.61	40.83
1137	70	20	40	60	5.931	7.533	7.384	32.99	-13.79	-4.99
1535	10	70	70	10	27.754	19.773	6.713	51.58	38.84	29.86
971	0	0	20	40	34.111	35.726	24.101	66.31	-1.16	9.22
1043	100	40	70	40	4.141	6.318	5.599	30.20	-24.04	-1.92
344	20	10	40	0	52.754	56.681	32.811	80.00	-4.85	18.45
1390	40	27	27	60	9.084	9.597	8.691	37.11	-1.41	-2.88
1566	40	10	0	10	36.390	39.804	49.807	69.33	-6.47	-21.90
986	70	0	20	40	11.884	16.027	19.738	47.01	-22.77	-15.51
